id,dimension,text,rater_one,rater_two,rater_three,average_score
AU01.001709,d5_ambiguity_tolerance,"Das muss eine harte Last sein, mit diesem Fluch leben zu müssen. Warum glauben Sie denn, ist Ihnen dieser Fluch auferlegt worden? Und wer war das? Warum müssen Sie damit leben?",4,3,3,3.333
AU01.001747,d5_ambiguity_tolerance,"Ich sehe, dass das Thema Tradition und Religion für sie sehr wichtig ist. Mich würde interessieren, wieso sie manche ihrer Mitstudierenden als respektlos empfinden.",4,3,4,3.667
AU01.001748,d5_ambiguity_tolerance,"Ich höre raus, dass ihnen Familie und der Zusammenhalt sehr am Herzen liegen. Wieso ist für sie Familienzusammenhalt so eng mit ihrer Frau verknüpft?",3,3,4,3.333
AU01.001749,d5_ambiguity_tolerance,"Engel scheinen für sie eine große Bedeutung zu haben. Woran merken sie denn, dass Engel für sie da sind und in welchen Situationen haben sie ihnen bereits geholfen?",3,3,4,3.333
AU01.001817,d5_ambiguity_tolerance,"Würden Sie denn sagen, das war bei Ihnen schon immer so, dass Ihnen die Familie wichtiger ist als das Studium jetzt beispielsweise oder ist das eher in letzter Zeit so gekommen, dass Sie das so klar empfinden?",3,2,3,2.667
AU01.001818,d5_ambiguity_tolerance,"Was genau ist es dann, was Sie bei den Kommilitoninnen als respektlos empfinden? Also, können Sie mir das nochmal genauer erklären? Ich bin nicht sicher, ob ich das schon richtig verstanden habe. Oder ist das eher, dass Sie das als Angriff auf sich selbst empfinden, weil Sie offensichtlich keine Atheistin zu sein scheinen?",3,2,3,2.667
AU01.001819,d5_ambiguity_tolerance,"Was genau meinen Sie denn, wenn Sie davon sprechen, für Ihre Eltern eine gute Tochter sein zu wollen? Was würde dieser Titel denn für Sie beinhalten?",4,3,3,3.333
AU01.001873,d5_ambiguity_tolerance,"Ich höre raus, dass Ihnen das wirklich wichtig ist mit Ihrer Kultur. Könnten Sie mir Beispiele dazu geben, welche Ihrer Werte Ihnen besonders wichtig sind, die Sie gerne an Ihre Kinder weitergeben wollen?",4,3,4,3.667
AU01.001874,d5_ambiguity_tolerance,"Das finde ich spannend, dass Sie die Symptome wie so eine Art Fluch beschreiben. Können Sie mir mal genau beschreiben, in welcher Art und Weise Sie die Symptome als Fluch wahrnehmen? Klar, sie liegen auf Ihnen, aber ich wüsste gerne genau, welche Aspekte für Sie diesen Fluch-Charakter haben.",3,3,4,3.333
AU01.001875,d5_ambiguity_tolerance,"Das ist eine ganz schöne Bürde, die Sie da auf sich tragen. Auf der einen Seite möchten Sie gerne Ihren Weg gehen und auf der anderen Seite sind dort die traditionellen Werte, die Sie festhalten. Was genau ist Ihnen wichtig? Was würden Sie gerne machen? Und welche Werte Ihrer Eltern sind wichtig? Und wenn wir vielleicht noch Zeit haben, würde ich sehr, sehr gerne mit Ihnen darüber sprechen, welche dieser traditionellen Erwartungen Ihrer Eltern Sie fesseln.",3,3,3,3.0
AU01.001903,d5_ambiguity_tolerance,"Puh, also wenn Sie jetzt so was sagen wie, dann bricht die Familie zusammen, klingt das ja schon erstmal ganz schön krass. Also ich merke, dass das echt ein schwieriges Thema für Sie ist, dass das echt was mit Ihnen macht, ne? Und deswegen möchte ich gern die Situation auch genauer verstehen. Also Sie haben gesagt, das funktioniert so nicht. Können Sie mir nochmal ein bisschen genauer erklären, wie Sie das meinen? Also wie genau haben Sie das gemeint, als Sie meinten, dass das so nicht funktionieren kann? Ich würde das gerne besser verstehen.",4,3,3,3.333
AU01.001904,d5_ambiguity_tolerance,"Okay, das klingt jetzt, würden Sie das ganz schön negativ sehen, dass irgendwie Studium und Karriere so vorgezogen werden? Und das klingt so, als wäre Ihnen das auch wichtig, dass man das anders macht. Was genau heißt denn jetzt bei uns? Also wie genau meinen Sie das? Meinen Sie speziell Ihre Familie oder meinen Sie Menschen aus Ihrem Herkunftsland? Können Sie mir das genauer sagen?",3,3,4,3.333
AU01.001905,d5_ambiguity_tolerance,"Wenn sie jetzt sagen, dass sie die Engel positiv stimmen, damit die Probleme weggehen, gibt es dann auch ein Umgekehrt. Also haben sie auch das Gefühl, dass wenn man bestimmte Dinge macht, dass die Engel dann negativ gestimmt sind. Also das würde mich jetzt interessieren, um so ein bisschen besser zu verstehen, wie wichtig ihnen diese Engel auch sind. Und ich würde dann auch gerne noch mal mehr mit ihnen darüber reden, wie wichtig es vielleicht auch sein kann, dass man für sich selber was tut und sich selber helfen möchte.",2,2,2,2.0
AU01.001946,d5_ambiguity_tolerance,"Ja, ich finde das auch schön, dass sie da so viel Klarheit für sich haben, dass sie sagen, mir ist es wichtig, eine gute Tochter zu sein. Ich finde, es ist ja auch, scheint für sie wirklich eine ganz wichtige Werthaltung im Leben zu sein. Ich würde vielleicht, vielleicht lohnt es sich nochmal, mir genauer zu erklären, dass sie sagen, okay, wie sieht dieses gute Tochtersein denn aus? Was davon leben sie vielleicht gerne und was davon ist jetzt vielleicht auch etwas, was ihnen vielleicht ein bisschen schwerer fällt?",3,4,3,3.333
AU01.001947,d5_ambiguity_tolerance,"Sie scheinen da ja für sich recht viel Klarheit zu haben, dass Sie sagen, so kann das nicht funktionieren. Ich würde das gerne ein bisschen besser verstehen. Warum kann das nicht funktionieren? Wo sehen Sie da die konkreten Probleme im Alltag? Was ist da für Sie so, dass Sie wirklich mit dieser Klarheit sagen können, das kann nicht funktionieren? Würden Sie mir das ein bisschen genauer erklären?",2,3,4,3.0
AU01.001948,d5_ambiguity_tolerance,"Was bedeuten diese Engel für Sie, also sind die, kommen die aus Ihrer Religion oder ist das etwas, was Sie sich für sich selbst irgendwann in Ihrem Leben ausgedacht haben? Ich finde das spannend, ich würde da gerne das ein bisschen näher verstehen. Vielleicht könnten Sie mir die auch beschreiben, wie diese Engel für Sie ausschauen.",4,2,2,2.667
AU01.001972,d5_ambiguity_tolerance,"Das heißt, also ich verstehe das jetzt so, dass sie in einem ganz, ganz großen Zwiespalt leben, dass sie einerseits hier in Europa leben und auf der anderen Seite, also so, dass sie zwischen den Werten stehen.",2,3,2,2.333
AU01.001973,d5_ambiguity_tolerance,"Oh, das ist eine wirklich schwierige Situation. Ich kann gut, das ist gut nachvollziehbar, dass sie praktisch die Traditionen gerne weitergeben wollten. Und vielleicht geht es darum, besser zu verstehen, was die Studentinnen in ihrem Seminar wollen, die sie als respektlos erleben. Vielleicht ist ja an beiden Punkten etwas dran.",2,2,2,2.0
AU01.001974,d5_ambiguity_tolerance,"Ich verstehe das so, dass Sie sagen, Sie sind verflucht und praktisch, wenn ich Sie so, so wie ich Sie kennengelernt habe, kann ich verstehen, dass Sie so denken. Vielleicht gibt es ja auch noch andere Möglichkeiten für Ihre Symptome.",1,2,0,1.0
AU01.001988,d5_ambiguity_tolerance,"Ich kann mir vorstellen, dass Sie besorgt um die Entwicklung Ihrer Kinder sind. Können Sie denn mit Ihren Kindern gut über ihre Erwartungen und deren Bedürfnisse sprechen?",1,3,4,2.667
AU01.001991,d5_ambiguity_tolerance,"Wenn ich das richtig verstehe, Spender dieser Glauben und Trost und Zuversicht, können Sie denn auch Zuversicht in Ihre Familie gewinnen und sich mit Ihren Eltern und Geschwistern über Ihre psychische Erkrankung austauschen?",2,2,3,2.333
AU01.001992,d5_ambiguity_tolerance,"Ich kann mir vorstellen, dass Sie besorgt um die Stabilität Ihrer Familie sind. Wie denkt Ihre Frau über Ihre Wartung oder Ihre Vorstellungen? Können Sie miteinander sich über Ihre Bedürfnisse oder Sorgen austauschen?",1,2,3,2.0
AU01.002011,d5_ambiguity_tolerance,"Können Sie mir ein paar Beispiele dazu nennen, was genau Sie respektlos finden?",3,3,2,2.667
AU01.002012,d5_ambiguity_tolerance,"Es ist Ihnen wichtig, einen guten Kontakt zu Ihren Eltern zu haben, möchten gleichzeitig Ihre Freiheit genießen und jetzt meine Frage, Sie haben gesagt, Ihre Eltern haben viel geopfert, was genau meinen Sie damit?",2,2,4,2.667
AU01.002013,d5_ambiguity_tolerance,Sie erleben einen großen Zusammenhalt in ihrer Familie und eine Stabilität. Was für ein Gefühl macht das bei Ihnen?,2,3,2,2.333
AU01.002032,d5_ambiguity_tolerance,"Was glauben Sie? Braucht es denn, dass die Engel um uns herum positiv gestimmt sind, wenn die da sein sollten? Und woran würden Sie merken, dass die Engel positiv gestimmt sind?",4,3,2,3.0
AU01.002033,d5_ambiguity_tolerance,"Okay, ich höre daraus, dass es Ihnen genauso wie Ihren Eltern auch sehr wichtig ist, Ihre muslimischen Werte weiterzugeben. Vielleicht können Sie mir nochmal erklären, welche Punkte sich genau unterscheiden zu dem, wie Sie es gerne hätten für Ihre Kinder und was Sie jetzt meinen, was Sie hier beobachten.",4,4,4,4.0
AU01.002034,d5_ambiguity_tolerance,"Okay, das heißt, Sie empfinden Ihre Erkrankung als ein Fluch auf Ihnen. Was glauben Sie denn, woher das kommt, was den Fluch quasi ausgelöst haben soll, oder auch was Sie machen können, dass es besser wird?",4,3,4,3.667
AU01.002038,d5_ambiguity_tolerance,"Wow, das ist wirklich schwierig, auf der einen Seite das, was die Eltern erwarten und auf der anderen Seite, was sie sich wünschen, ihre Freiheit und das zusammenzukriegen, ist echt eine Herausforderung.",2,3,3,2.667
AU01.002039,d5_ambiguity_tolerance,"Das heißt, diese Weitergabe von Tradition ist wirklich wichtig für sie und dann mitzukriegen, dass andere das anders machen, ist irgendwie so ein Schlag ins Gesicht, ist vielleicht zu hart, aber es ist unangenehm, schwierig auszuhalten für sie.",2,3,3,2.667
AU01.002040,d5_ambiguity_tolerance,"Sie haben so das Gefühl, dass ihnen persönlich die Familie wichtiger ist. Karriere ist schon auch etwas, was wichtig ist, aber die Familie, Solidarität in der Familie, das ist schon, ist ihnen noch mal wichtiger.",2,3,3,2.667
AU01.002056,d5_ambiguity_tolerance,"Ich merke, dass es für sie ein großes Anging ist, ihre Eltern wertzuschätzen.",1,3,2,2.0
AU01.002057,d5_ambiguity_tolerance,"Ich merke, dass sie ihre Symptome intensiv als einen Fluch wahrnehmen. Ich kann sie mir genau erklären, woher diese Annahme kommt.",2,2,3,2.333
AU01.002058,d5_ambiguity_tolerance,"Ich merke, dass Ihnen das sehr, sehr wichtig ist, dass Ihre Frau die Aufgaben annimmt, in denen Sie sie sehen. Wie kommen Sie zu der Annahme, dass es nur so funktionieren kann? Und was könnte denn passieren, wenn Sie es anders machen würden?",3,3,4,3.333
AU01.002104,d5_ambiguity_tolerance,"Das freut mich für Sie, dass Sie da so einen Umgang gefunden haben mit Ihren Problemen irgendwie eine gute Art und Weise umzugehen. Haben Sie das denn schon mal erlebt, dass die Probleme einfach so weggegangen sind?",3,3,3,3.0
AU01.002105,d5_ambiguity_tolerance,"Ich habe Ihnen heraus, dass diese Stabilität Ihnen gut tut, aus Ihrer Familie. Da freue ich mich mit Ihnen, dass Sie dann ein gutes Netzwerk haben. Wieso gehen Sie davon aus, dass Menschen mit den Studien gemacht haben, Karriere machen möchten, dass es so mit der Familie nicht vereinbar ist?",4,3,3,3.333
AU01.002106,d5_ambiguity_tolerance,"Das traditionelle Familienbild, das Sie haben, scheint Ihnen ja sehr wichtig zu sein und Ihnen Halt zu geben, wie Sie davor gesagt haben, Stabilität. Haben Sie schon mal das erlebt, dass das Familienbild anders war? Wie ist es daran gelaufen?",3,2,3,2.667
AU01.002120,d5_ambiguity_tolerance,"Das klingt auf jeden Fall so, als wäre das ein sehr wichtiges Thema für Sie, dass Ihre Kinder danach ihren Werten auch erzogen werden können und dass Sie die mitbekommen. Können Sie mir da vielleicht noch ein bisschen genauer erklären, was das für Sie bedeutet im genaueren Sinne und was Ihnen da vielleicht dann auch schwerfällt, was Sie so hier beobachten?",4,4,4,4.0
AU01.002121,d5_ambiguity_tolerance,"Okay, also Sie empfinden das als Fluch beziehungsweise, ja, können Sie mir da vielleicht nochmal genauer erklären, was das für Sie bedeutet oder, ja, wie so ein Fluch quasi dann aussieht für Sie?",3,3,3,3.0
AU01.002122,d5_ambiguity_tolerance,"Also Traditionen sind für Sie ein wichtiges Thema, das ist ja absolut nachvollziehbar und das merken Sie auch bei Ihrer restlichen Familie, dass es da auch so ist. Jetzt haben Sie gesagt, dass Sie manche Aussagen, wie zum Beispiel, dass jemand sich als Atheist bezeichnet, dass Sie das respektlos finden. Können Sie mir das noch ein bisschen genau erklären, was Sie damit meinen?",4,4,4,4.0
AU01.002159,d5_ambiguity_tolerance,"Ja, das kann ich mir vorstellen, dass diese Symptome so wirken wie ein Fluch auf jeden Fall. Das ist einfach auch was, was wahnsinnig belastend ist, was Sie mir bisher so erzählt haben. Genau, wie kommen Sie denn zu dieser Aussage, dass es ein Fluch ist? Also wie kommen Sie auf diesen Vergleich?",4,3,3,3.333
AU01.002160,d5_ambiguity_tolerance,"Ja, ich kann sehen, dass Sie das so empfinden, das ist ja schon so, dass viele sehr viel Wert auf Karriere legen. Inwiefern erleben Sie das denn in Ihrer Realität, wie Sie es jetzt gesagt haben, dass es bei Ihnen anders ist?",3,3,4,3.333
AU01.002161,d5_ambiguity_tolerance,"Ja, das kann ich verstehen. Man möchte häufig, dass seine Eltern irgendwie Recht machen. Haben Sie denn das Gefühl, dass sie Ihnen das ein bisschen schuldig sind?",2,3,2,2.333
AU01.002194,d5_ambiguity_tolerance,"Ich kann sehen, dass Religion eine große Rolle in ihrem Leben spielt. Können Sie mir ein bisschen genauer erklären, was sind die muslimischen Werte, die Sie ihren Kindern vermitteln wollen? Oder was ist so schrecklich an den anderen Kindern, die in Deutschland erwachsen werden?",3,3,2,2.667
AU01.002195,d5_ambiguity_tolerance,"Traditionelle Werte und Religion spielt für ihn eine sehr große Rolle, das kann ich auf jeden Fall sehen. Was mich interessieren würde ist, was finden Sie denn so respektlos an die Atheisten in Ihrem Studium?",4,3,3,3.333
AU01.002196,d5_ambiguity_tolerance,"Ich kann sehen, dass dies ein großes Thema für Sie ist, aber mich würde interessieren, was denken Sie würde genau passieren, wenn Ihre Frau wieder anfängt zu arbeiten? Sie haben gesagt, dieses Familiensystem bricht zusammen, aber wie würde das für Sie aussehen?",4,3,4,3.667
AU01.002222,d5_ambiguity_tolerance,"Ja, das ist absolut nachvollziehbar. Sie sind ja mit den Werten aufgezogen worden und leben diese Werte wahrscheinlich ja auch. Und natürlich möchte man dann als Elternteil auch seinen Kindern das mitgeben, was man selbst als gut empfindet. Sie haben gesagt, dass ihnen das Wichtiges vor allem auch, weil sie die Kinder hier auf den Straßen sehen. Und was genau ist es, was sie da stört? Welche Punkte würde ihre eigene Erziehung vielleicht anders machen?",4,4,4,4.0
AU01.002223,d5_ambiguity_tolerance,"Okay, ja, das ist eine schöne Art und Weise, sich das vorzustellen. Mich würde interessieren, wie Sie zu dieser Erkenntnis gekommen sind. Wieso glauben Sie, dass wir alle vom Engel umgeben sind? Und wieso glauben Sie eben, dass wenn wir Gutes tun, dann uns das auch besser geht?",4,3,3,3.333
AU01.002224,d5_ambiguity_tolerance,"Ja, dieses Gefühl von seinen Eltern irgendwie was schuldig zu sein und ihnen gerecht werden zu müssen ist sehr, sehr, sehr gängig, vor allem eben bei Menschen mit  Migrationshintergrund Geschichte. Wieso glauben sie aber, also wieso glauben sie, dass sie das vielleicht auch nicht tun bisher und denken sie, dass, ja denken sie, dass dieses Schuldgefühl insgesamt vielleicht auch ihr Leben negativ beeinträchtigt hat und dieser Versuch den Eltern immer gerecht zu werden, wie denken sie, hat sich das auf ihr Leben ausgewirkt?",2,2,2,2.0
AU01.002379,d5_ambiguity_tolerance,"Wer oder was hat sie verflucht? Wo kommt dieser Fluch her? Und was glauben sie? Wie kann man, also wie können sie diesen Fluch von sich nehmen? Was ist nötig, damit sie von diesem Fluch befreit werden?",3,3,2,2.667
AU01.002380,d5_ambiguity_tolerance,"Aber ihre Frau sieht das anders, wenn ich das richtig verstehe. Also ihre Frau möchte arbeiten und glaubt, dass sie arbeiten kann und sich auch um die Familie kümmert. Sehe ich das richtig?",2,2,3,2.333
AU01.002381,d5_ambiguity_tolerance,Wie stimmen wir denn die Engel um uns herum positiv?,3,3,3,3.0
AU01.002532,d5_ambiguity_tolerance,Das würde ich gerne besser verstehen. Was empfinden Sie an diesen Menschen als respektlos?,4,3,4,3.667
AU01.002533,d5_ambiguity_tolerance,"Ich habe den Eindruck, Familie ist für Sie ein sehr wichtiges Thema in Ihrem Leben. Möchten Sie mir mehr darüber erzählen, warum das so ist?",4,3,4,3.667
AU01.002534,d5_ambiguity_tolerance,"Für mich klingt es so, als wenn sie da ziemlich hin und her gerissen und wie in einem inneren Kampf. Ich würde mir gerne beide Seiten, die da sprechen, mit ihnen mal genauer anschauen.",3,3,3,3.0
AU01.002736,d5_ambiguity_tolerance,"Okay, jetzt haben Sie ja schon sehr klar sozusagen gesagt, woher das Ihrer Meinung nach kommt. Haben Sie sich schon mal Gedanken darüber gemacht, ob es vielleicht noch einen anderen Auslöser irgendwie für diese Symptome gibt oder eine andere Entstehung dafür?",1,2,1,1.333
AU01.002737,d5_ambiguity_tolerance,"Okay, ist das also was, wo Sie sich sozusagen sehr, sehr sicher sind, dass Sie das so planen sozusagen? Oder gibt es da vielleicht auch Aspekte, wo Sie sagen, ja, muss ich vielleicht auch nochmal zweimal drüber nachdenken, ist vielleicht gleichzeitig richtig und falsch oder schwierig, irgendwie im ersten Moment zu beurteilen?",1,3,3,2.333
AU01.002738,d5_ambiguity_tolerance,"Okay, haben Sie da, wenn Sie sich jetzt mal vorstellen sozusagen, das ist jetzt eine Stimme mehr oder weniger, die das sagt und Sie haben noch in Ihrem inneren Team eine andere Stimme, die da ist. Was könnte die denn erwidern? Haben Sie sich da schon mal drüber Gedanken gemacht?",1,3,2,2.0
AU01.002812,d5_ambiguity_tolerance,"Das finde ich erstmal gut, wenn es Ihnen wichtig ist, Tradition und Ihre Religion und Kultur weiterzugeben. Können Sie mir nochmal erklären, was genau Sie meinen, wenn Sie respektlos sagen?",4,3,3,3.333
AU01.002813,d5_ambiguity_tolerance,"Das ist doch total gut. Dann können wir versuchen, die Engel mit einzubeziehen, hier auch in unserer gemeinsamen Arbeit. Auch wenn ich hier ein bisschen andere Methoden vorstelle, können wir ja beides nutzen, das was Sie aus Ihrer Kultur kennen. Das ist total wertvoll. Lassen Sie uns das doch näher anschauen.",3,4,4,3.667
AU01.002814,d5_ambiguity_tolerance,"Es ist ja auch etwas, was total wertvoll ist, was Sie da haben, diesen Zusammenhalt mit der Familie und dieser Wertfamilie, der bei Ihnen an erster Stelle steht. Und ich kann mir vorstellen, dass es hier in Europa ein bisschen schwer ist, weil, genau wie Sie sagen, auf die Karriere oder die Arbeit an erster Stelle steht. Gibt es denn Möglichkeiten, dass Ihr Wertfamilie da genügend Raum bekommt oder genug Raum?",3,4,4,3.667
AU01.002828,d5_ambiguity_tolerance,"Was würden Sie denn sagen, wie lange muss ein Kind sich an die Erwartungen ihrer Eltern anpassen, bis sie genug geleistet haben für das, was die Eltern damals geopfert haben?",1,2,3,2.0
AU01.002829,d5_ambiguity_tolerance,"Haben Sie denn auch schon mal Familien erlebt, wo es doch funktioniert hat, also wo die Familie dann nicht komplett auseinandergebrochen ist, als die Frau auch einen Job angefangen hat, ob Mini-Job oder Teilzeit oder Vollzeit? Kennen Sie da auch solche Geschichten?",1,3,3,2.333
AU01.002830,d5_ambiguity_tolerance,"Was sind denn so Traditionen, die Sie gerne an Ihre Kinder weitergeben würden und was sind denn Traditionen, wo Sie sagen, nee, das wurde mir so weitergegeben, aber das ist eigentlich nicht das, was ich meinen Kindern mitgeben möchte.",4,4,3,3.667
AU01.002854,d5_ambiguity_tolerance,"Und Sie wünschen sich dann entsprechend auch mehr Stabilität für Ihren eigenen Weg, wenn Sie zum Beispiel studieren.",1,3,2,2.0
AU01.002855,d5_ambiguity_tolerance,Wie lassen sich denn die Enden hostilständen?,0,0,2,0.667
AU01.002856,d5_ambiguity_tolerance,"Gibt es in eurer Kultur Personen, die dir dabei helfen können, einen Fluss zu nehmen?",1,2,2,1.667
AU01.003036,d5_ambiguity_tolerance,"Also sie meinen, dass dann die Symptome nicht mehr da werden, wenn sie die Umgebung ändern kann. Ja, also es gibt Situationen im Leben, die unser geistiger Zustand, unsere Leben schwer machen, auf jeden Fall. Unverhalten zum Beispiel. Aber meine Frage ist, was können dann wir hier machen? Dafür können wir, wir sind hier nur in sie und ich. Wir können nur unser Selb ändern oder etwas mit uns machen. Aber die Situation können wir nicht ändern. Also was würden sie vorschlagen? Was könnte ihnen helfen, dass wir zusammen hier arbeiten können?",1,2,1,1.333
AU01.003037,d5_ambiguity_tolerance,"Und was können Sie sich vorstellen, dass Sie dafür tun können, also unter die Umstände? Sie wollen in Deutschland, es ist, wie Sie sagen, wahrscheinlich, dass die Kinder diese Werte nicht von alleine ausnehmen. Was wäre für Sie wichtig, dass Sie von Ihnen vielleicht mit sich nehmen können? Also Sie haben über Werte gesprochen. Was Werte würden wichtig und wie stellen Sie sich vor, dass das passieren kann? Weil wir können über viel überlegen, was gut wäre oder was die Ideal-Bild wäre. Und das ist immer sehr gut, damit wir wissen, okay, damit wäre ich sehr glücklich. Aber dann der nächste Schritt ist auch zu sehen oder zu überlegen, was kann ich dann dafür machen. Vielleicht kann ich nicht 100 Prozent schaffen, aber es kann sein, dass mit 50 Prozent ich mir schon glücklich bin, weil es klingt für mich wie aus wie, das ist eine Sache von Kompromissen. Man muss immer etwas ausgeben, um was zu bekommen. Was würden Sie zum Beispiel behalten, auszugeben und was nicht? Das wäre vielleicht ein guter Startpunkt.",2,2,2,2.0
AU01.003038,d5_ambiguity_tolerance,"Also, es ist gut zu wissen, was für ihn wichtig ist, für sie wichtig ist. Also, ich würde mich auch interessieren, woher kommt das? Also, nicht, dass ich das unwichtig finde. Wir haben alle verschiedene Werte. Ich habe auch Werte, die andere Leute komplett unwichtig finden, aber es ist gut zu wissen, woher das oder wohin geht das. Diese Familienwerte, haben sie geholfen im Leben oder was haben sie ihnen gegeben, dass sie gerne weitergeben würden? Ja, weil ich kann mir vorstellen, dass diese Leute, die atheistisch sind zum Beispiel, auch ihr Grunde haben oder das ist auch für sie hilfreich und ihr Leben zu gestalten. Ich weiß nicht, ob es ein richtig und falsch gilt. Was würden Sie dann sagen? Sie haben viel über wichtig gesprochen. Was bedeutet dieses Wort wichtig? Warum ist etwas wichtig oder unwichtig?",2,3,2,2.333
AU01.003069,d5_ambiguity_tolerance,"Das Leben wäre dann ein schönes Märchen, wenn wir nur Engel um uns herum haben, aber leider gibt es ab und zu Bösewichte, die Unfälle bauen, die Stehlen, daher müssen wir auch berücksichtigen, dass es nicht nur gute Menschen um uns herum gibt.",0,0,1,0.333
AU01.003070,d5_ambiguity_tolerance,"Sie sprechen von Fluch, dass jemand Ihnen was Böses gewünscht hat und darauf führen Sie zurück, dass Sie jetzt einige Probleme empfinden. Ich kann das nachvollziehen, dass es beängstigend sein kann, dass wenn jemand Ihnen was Schlechtes wünscht, dann geht das in Erfüllung. Das ist leicht darauf zurückzuführen. Aber wir sollten auch schauen, was Sie ... wie Sie dann ... das kann ich auch noch vollziehen, aber ich würde sagen, Sie machen es sich etwas leichter, wenn Sie auch die Verantwortung für Ihre Symptome von sich nehmen.",1,2,2,1.667
AU01.003149,d5_ambiguity_tolerance,"Wie ist das denn, also ich verstehe, dass Sie also vermuten, dass eine Erlösung von den psychischen Beschwerden dann durch Engel herbeigeführt wird. Wie sehen Sie denn da unsere Gespräche in dem Zusammenhang?",4,3,2,3.0
AU01.003150,d5_ambiguity_tolerance,"Ja, das ist ja etwas, was man durchaus nachvollziehen kann, dann verstehe ich das so, dass Sie eigentlich für sich da in Übereinstimmung mit den Vorstellungen der Eltern eine Haltung gefunden haben.",2,3,2,2.333
AU01.003151,d5_ambiguity_tolerance,"Ist das so, dass sie sich persönlich dadurch betroffen fühlen, wenn andere in ihrem Umfeld sich als Atheistinnen bezeichnen? Was macht das mit ihnen?",4,3,3,3.333
AU01.003169,d5_ambiguity_tolerance,Was ist aus Ihrer Sicht wichtig zu respektieren? An den alten Werten und Traditionen und warum?,4,3,3,3.333
AU01.003170,d5_ambiguity_tolerance,Welche Werte sind Ihnen wichtig für das Aufwachsen Ihrer Kinder?,3,3,3,3.0
AU01.003171,d5_ambiguity_tolerance,Und wodurch können sie die Engel positiv stimmen?,3,3,3,3.0
AU01.003244,d5_ambiguity_tolerance,Sie reden von einem Fluch. Wie genau stellen Sie sich diesen Fluch vor? Und wer nimmt den weg?,4,3,3,3.333
AU01.003245,d5_ambiguity_tolerance,"Ja, Ihnen scheinen Ihre muslimischen Werte sehr wichtig zu sein. Wie würden Sie diese Werte beschreiben? Wie würden Sie wollen, dass Ihre Kinder leben?",4,4,3,3.667
AU01.003246,d5_ambiguity_tolerance,Sie reden jetzt über Engel. Wie stimmt man diese Engel denn positiv?,4,3,3,3.333
AU01.003271,d5_ambiguity_tolerance,"Wenn ich das richtig verstehe, beschreiben sie also, dass ihnen ein Fluch auferlegt wurde und dieser gerade ihre ganzen Probleme verursacht und da auch nicht, dass da wird sich nichts ändern, bis der Fluch beseitigt wird. Und ehrlich, das klingt für mich erstmal richtig schwer, also richtig hilflos, weil das heißt ja eigentlich, dass sie nichts machen können, ohne dass der Fluch weggeht. Gibt es da irgendwie denen, dass sie trotzdem irgendwie Kontrolle über ihre Probleme gerade haben könnten? Also haben sie das Gefühl, es gibt manchmal doch Situationen, wo es ein bisschen leichter ist, mit ihren Problemen auszukommen?",4,4,3,3.667
AU01.003272,d5_ambiguity_tolerance,"Ich kann das erstmal gut nachvollziehen, dass sie da ihre eigenen persönlichen Werte haben und dass also sie würden sich ja nicht nach diesen Werten richten oder sich nicht nach denen verhalten, wenn sie das nicht als richtig oder wichtig erachten würden. Und ich kann da auch sehr gut nachvollziehen, dass sie das an ihre Kinder weitergeben wollen. Ihre Kinder sind ihnen ja auch wichtig, deswegen ist es ihnen wichtig, auch sie da in Anführungszeichen richtig zu erziehen. Gibt es manchmal Situationen, wo sie den Eindruck haben, dass das fällt schwer in der Gesellschaft gerade, diese Werte konstant aufrecht zu halten oder sich konstant diesen anpassen zu können oder ist das eigentlich immer möglich?",4,4,3,3.667
AU01.003273,d5_ambiguity_tolerance,"Sie haben ja zunächst beschrieben, dass Ihnen die Weitergabe von Tradition und das Wissen über die eigene Herkunft erstmal wichtig sind und das kann ich auch gut nachvollziehen. Ich finde, das sind sehr wichtige Dinge weiterzugeben. Das ist ja auch identitätsstiftend oftmals. Und es ist ja auch interessant, über sich selber, seine Familie, seine Kultur, da Bescheid zu wissen darüber. Ich finde es interessant, dass Sie sagen, dass das respektlos ist, wenn andere sagen, dass sie Atheisten sind. Könnten Sie mir das nochmal näher erklären? Was ist es, das den Respekt, die Respektlosigkeit ausdrückt, wenn die Menschen das sagen?",4,4,4,4.0
AU01.003290,d5_ambiguity_tolerance,"Sie meinen, Ihre Erkrankung ist wie ein Fluch und ich bleibe so lange bei Ihnen, bis der Fluch auch weg ist.",3,3,2,2.667
AU01.003291,d5_ambiguity_tolerance,"Also verstehe ich das richtig, dass sie nicht nur die Tradition weitergeben wollen, sondern auch die religiösen Ansichten und vor allem den Glauben.",2,3,2,2.333
AU01.003292,d5_ambiguity_tolerance,Wie funktioniert das? Wie kann man die Engel positiv stimmen?,3,3,3,3.0
AU01.003308,d5_ambiguity_tolerance,"Können Sie noch mal genauer beschreiben, wie dieser Fluch und wie es Ihnen geht zusammenhängt oder auch den Fluch an sich? Warum denken Sie, dass Sie diesen Fluch mit sich tragen?",4,3,3,3.333
AU01.003309,d5_ambiguity_tolerance,"Den Gedanken finde ich ganz schön. Können Sie erklären, wie diese Engel mit psychischen Problemen umgehen oder was die damit zu tun haben? Also wieso geht es ihnen gerade nicht gut und was hat das mit den Engeln zu tun?",4,4,3,3.667
