id,dimension,text,text_en,rater_one,rater_two,rater_three,average_score
AU01.003586,d4_family_system,"Das kann ich verstehen. Das klingt so, als wären sie in einer Zwickmühle. Auf der einen Seite haben sie die Werte, mit denen sie groß geworden sind, die auf der anderen Seite aber auch so ein bisschen aufeinanderprallen mit den Ideen und Vorstellungen, mit denen sie jetzt leben und leben möchten. Vielleicht können wir uns diese Zwickmühle, dieses Dazwischen oder diese zwei verschiedenen Dinge, die aufeinanderprallen, die in ihnen dann auch Schuldgefühle ausbösen, mal ein bisschen genauer anschauen.","I can understand that. It sounds like they're in a quandary. On the one hand, they have the values ​​with which they grew up, but on the other hand, they also clash a bit with the ideas and ideas with which they now live and want to live. Maybe we can take a closer look at this dilemma, this in-between, or these two different things that collide and then trigger feelings of guilt in them.",2,3,2,2.333
AU01.003856,d4_family_system,"Haben Sie eine Idee, warum das bei Ihrer Mutter so ist, dass sie dieses Verhalten hat, was Ihre Mutter vielleicht geprägt haben könnte?","Do you have any idea why your mother behaves this way, what might have influenced your mother?",4,3,3,3.333
AU01.003857,d4_family_system,"Ich finde, dass Sie das schon sehr, sehr, sehr, sehr intensiv reflektieren können, welche Dynamik hier eine Rolle spielen und in Sie in solchen Gefühlsituationen bringen. Das, was Sie beschreiben, insbesondere mit diesen religiösen Hintergründen, beschreiben viele, die, wie Sie, aus diesen religiösen Hintergründen nach Deutschland gekommen sind. Also einerseits der Wunsch der Eltern, dass es besser geht in Deutschland für sie und andererseits aber der Wunsch, der starke Wunsch, die Traditionen stark zu halten und sich schlussendlich eigentlich dann fast auszuschließen und kaum in Deutschland integrieren zu können. Wollen wir das noch ein Stück weit weiter beleuchten, welche Motive ihre Eltern dabei haben und wie sie eigene Motive noch mal anders umsetzen können?","I think that you can reflect very, very, very, very intensively on what dynamics play a role here and bring you into such emotional situations. What you describe, especially with these religious backgrounds, is described by many who, like you, came to Germany from these religious backgrounds. So, on the one hand, the parents' wish that things would be better for them in Germany and, on the other hand, the wish, the strong wish, to keep the traditions strong and ultimately almost exclude themselves and hardly be able to integrate into Germany. Do we want to shed some more light on what motives their parents have and how they can implement their own motives differently?",3,4,3,3.333
AU01.003872,d4_family_system,"Hier ist es dazu gekommen, dass ihre Mutter davon erfahren hat und möchten sie mich vielleicht auch einmal schildern, warum sie glauben, dass das ihre Mutter so sehr belastet.",This is where your mother found out about it and you might also like to tell me why you think this is putting so much strain on your mother.,3,3,2,2.667
AU01.003874,d4_family_system,"Wie haben Sie sich in der Situation, wo Sie gesehen haben, dass Ihre Mutter da neue Einrichtungsgegenstände hat, gefühlt? Und was glauben Sie, was Ihre Mutter sich dabei gedacht hat, solche neue Einrichtungsgegenstände zu kaufen? Könnte das aus irgendeinem Bedürfnis gekommen sein?",How did you feel in the situation where you saw that your mother had new furnishings? And what do you think your mother was thinking when she bought such new furnishings? Could this have come from some need?,4,3,3,3.333
AU01.003875,d4_family_system,"Ich höre da eine Ambivalenz raus, dass sie einerseits tief verwurzelt in ihrer Kultur sind und andererseits auch eigene Wege gehen wollen, die vielleicht auch von der Kultur abweichen können und dass das bei ihnen, wie sie schon sagen, Schuld, ein schlechtes Gewissen auslöst. Wollen sie vielleicht einmal aus ihrer Sicht erklären, was sie glaubt, was ihre Eltern für sie wünschen, woher dann also diese Schuld vielleicht kommen könnte, aber jetzt in erster Linie, was ihre Eltern für sie sich wünschen.","I hear an ambivalence that, on the one hand, they are deeply rooted in their culture and, on the other hand, they also want to go their own way, which may deviate from the culture and that, as you say, this makes them feel guilty and have a bad conscience. Would you perhaps like to explain from her point of view what she believes, what her parents want for her, where this guilt might come from, but now primarily what her parents want for her.",3,4,4,3.667
AU01.003924,d4_family_system,"Wenn sie versuchen, sich in die Lage ihrer Mutter hineinzuversetzen, was glauben sie, warum sie das Bedürfnis hat, sich so nach außen zu präsentieren?","When they try to put themselves in their mother's shoes, why do they think she feels the need to present herself to the outside world like that?",3,3,3,3.0
AU01.003925,d4_family_system,"Wenn Sie in der Lage Ihrer Eltern wären, würden Sie dann auch wollen, dass sich Ihr Kind schuldig fühlt, weil es so lebt, wie es lebt?","If you were in your parent's shoes, would you want your child to feel guilty for living the way they live?",3,3,3,3.0
AU01.003974,d4_family_system,"Können Sie mir näher erläutern, warum Sie sich schuldig fühlen?",Can you explain to me more about why you feel guilty?,1,2,3,2.0
AU01.003975,d4_family_system,"Genau, also jetzt in der Situation, die sie gerade geschildert haben, treffen für mich verschiedene Wünsche und Perspektiven aufeinander. Vielleicht können wir die einmal voneinander trennen. Also einmal die Sicht ihres Vaters, ihre Sicht und Wünsche und auch die ihrer Mutter. Was sie aber eben auch nicht verlieren sollten ist, dass es ihr Leben und ihre Entscheidungen.","Exactly, now in the situation you just described, different wishes and perspectives come together for me. Maybe we can separate them from each other for once. So her father's point of view, her point of view and wishes and also that of her mother. But what they shouldn't lose is that it's their life and their decisions.",2,4,3,3.0
AU01.003976,d4_family_system,"Ich merke, Sie sind gerade sehr aufgebracht oder das Thema wühlt Sie sehr auf. Vielleicht können Sie mir einmal näher erläutern, wie Sie sich dabei auch fühlen.",I can tell you're very upset right now or the topic is really upsetting you. Maybe you can explain to me in more detail how you feel about it too.,1,2,1,1.333
AU01.004027,d4_family_system,"Ja, da befinden sie sich natürlich in einem Zwiespalt zwischen Tradition und auch ihren Wünschen. Wie reagiert denn ihre Familie darauf, wie sie ihr Leben derzeit führen?","Yes, of course they find themselves in a conflict between tradition and their wishes. How does your family react to the way they are currently living their lives?",4,4,3,3.667
AU01.004028,d4_family_system,"Das heißt, in der Situation, in der Ihre Mutter überhaupt nicht darüber nachdenkt, was das jetzt für Konsequenzen für Sie hat, dass die Geld von Ihnen leidet, da fühlen Sie sich ausgenutzt und nicht gesehen. Haben Sie Ihre Mutter mal darauf angesprochen?","That means that in the situation in which your mother doesn't think at all about what consequences this has for you, that your money is suffering, you feel exploited and not seen. Have you ever asked your mother about it?",4,4,3,3.667
AU01.004029,d4_family_system,"Ja, das klingt nach einer sehr schwierigen Situation. Einerseits ist es natürlich so was Schönes, die Liebe zu finden. Andererseits verbinden sie das auch mit Schuld und ja, ist das für sie nicht leicht, da sie quasi nicht zu allen Personen ehrlich sein können. Was denken sie, wie würde ihr Vater reagieren, wenn er von ihrer Beziehung erfahren würde?","Yes, that sounds like a very difficult situation. On the one hand, it is of course such a beautiful thing to find love. On the other hand, they also associate it with guilt and yes, it's not easy for them because they basically can't be honest with everyone. How do you think her father would react if he found out about their relationship?",4,4,4,4.0
AU01.004079,d4_family_system,"Verstehe ich das richtig, dass sie den Eindruck haben, dass ihre Mutter ganz schön viel von ihnen als Tochter erwartet. Das können sie mir sonst gerne auch noch mal ein bisschen genauer schildern. Und wenn sie jetzt mal versuchen, sich hinein zu versetzen in die Rolle ihrer Mutter, was würden sie denn sagen? Was glauben sie, was denkt ihre Mutter, wenn sie sie in ihrem Leben so hier sieht?","Do I understand correctly that they have the impression that their mother expects a lot from them as a daughter. Please feel free to describe this to me in a little more detail. And if you now try to put yourself in the role of your mother, what would you say? What do you think your mother thinks when she sees her here like this in her life?",4,4,3,3.667
AU01.004080,d4_family_system,"Ich höre raus, dass sie den Eindruck haben, dass ihre Eltern einfach sehr viel für sie gemacht haben und auch sehr viele Risiken eingegangen sind und das auch ein großes Verantwortungsgefühl in ihnen selber auslöst. Jetzt würde mich interessieren, welche Werte sind das denn, die sie von ihren Eltern vermittelt bekommen haben und welche davon, an welchen von denen reiben sie sich im Alltag besonders?","I hear that they have the impression that their parents have done a lot for them and have taken a lot of risks and that this also triggers a great sense of responsibility in them. Now I would be interested to know which values ​​are those that your parents gave you and which of them, which of them do you particularly struggle with in everyday life?",4,3,3,3.333
AU01.004081,d4_family_system,"Ich höre raus, dass Sie sich von manchen Erwartungen Ihrer Eltern auch in den letzten Jahren losgelöst haben und da mehr Ihren eigenen Weg gehen. Und ja, jetzt würde mich interessieren, wenn Sie sich mal vorstellen, Ihre Eltern wären hier und hätten Sie gehört, was Sie gerade gesagt haben. Wie würden die denn darauf reagieren? Was würden die dazu sagen?","I hear that you have broken away from some of your parents' expectations in recent years and are going your own way. And yes, now I would be interested if you imagine your parents were here and heard what you just said. How would they react to that? What would they say to that?",3,4,3,3.333
AU01.004129,d4_family_system,"Ich kann den Frust darüber gut verstehen und dass da irgendwie auch ein Ungerechtigkeitsgefühl hochkommt. Ich frage mich auch gerade, wie die Verantwortung und Rollenverteilung bei Ihnen in der Familie ist, dass Sie auch Ihrer Mutter Geld leihen und Sie ja in dem Moment auch in eigentlich eine elterliche Rolle schlüpfen und ob das auch in anderen Situationen passiert.","I can understand the frustration about this and that somehow a feeling of injustice arises. I'm also wondering what the responsibility and role distribution is like in your family, that you also lend money to your mother and that you actually take on a parental role at that moment and whether that also happens in other situations.",3,4,3,3.333
AU01.004131,d4_family_system,"Es klingt, als wenn sie es schon jede Menge geschafft haben, auch für sich einzustehen und dass es da jetzt ein Geheimnis gibt zwischen ihnen und ihrer Mutter und in der Umgang damit schwer fällt und die Frage ist, die ich mir gestellt habe, wofür ist es denn wichtig und gut, dass ihr Vater das weiß, da haben sie ja schon einmal gesagt, dass sie einfach das Geheimnis belastet und ich unterscheide gerne, da ich aus dem Kinder- und Jugendbereich komme zwischen guten und schlechten Geheimnissen und gute Geheimnisse erzählt man weiter und schlechte behält man für sich auf Schutz und ich frage mich, ob vielleicht der Schutz in dem Sinne relevant ist, weil genau was würde denn passieren, wenn sie das offen und kommunizieren über ihren Vater?","It sounds as if they have already managed to stand up for themselves and that there is now a secret between them and their mother and it is difficult to deal with it and the question I asked myself is, why is it important and good that their father knows this? You have already said that the secret simply burdens you and I like to differentiate, since I come from the children and youth sector, between good and bad secrets and good secrets are passed on and bad ones are kept to oneself and I ask I wonder whether protection is relevant in that sense, because exactly what would happen if they openly communicated this about their father?",1,3,2,2.0
AU01.004134,d4_family_system,"Ich kann das gut verstehen, dass da Schuldgefühle aufkommen und ich würde Ihnen gerne ein paar Gedanken meinerseits dazu mitteilen. Ich habe gedacht, dass Werte sich ja im Leben ändern bei jeder Person, jedem Menschen. Und dass auch eine Gleichzeitigkeit da sein kann, wenn sie auch neue und für sie mehr passende Werte fokussieren. Das nicht heißt, dass die anderen Werte gar nicht mehr da sind. Und ich bin immer dafür, auch in gewissen Kontexten das Wort Schuld in Verantwortung um zu formulieren. Und genau das wäre das, was wir auch nochmal machen können, zu gucken, was ist tatsächlich Schuld, was ist Verantwortung und bei wem liegt welche Verantwortung.","I can understand that feelings of guilt arise and I would like to share with you a few of my thoughts on this. I thought that values ​​change in life for every person. And that there can also be a simultaneity if they also focus on new values ​​that are more suitable for them. That doesn't mean that the other values ​​are no longer there. And I am always in favor of rephrasing the word guilt into responsibility, even in certain contexts. And that is exactly what we can do again, to see what is actually to blame, what is responsibility and who has which responsibility.",1,2,3,2.0
AU01.004144,d4_family_system,"Sie scheint das sehr zu verärgern, wie ihre Mutter mit dem Geld umgeht. Gibt es eine Erklärung dafür, dass sie da einen anderen Wert lebt als sie? Was glauben Sie, woran das liegt?",She seems very annoyed by the way her mother handles the money. Is there an explanation for the fact that she lives a different value than they do? Why do you think that is?,3,3,3,3.0
AU01.004145,d4_family_system,"Mal angenommen, Ihre Mutter wäre jetzt hier. Was würde sie sich für Sie wünschen?",Suppose your mother were here now. What would she want for you?,2,3,3,2.667
AU01.004146,d4_family_system,"Das klingt, als wären Sie sehr zerrissen darin, auf der einen Seite Ihr eigenes Leben führen zu wollen und auf der anderen Seite Ihren Eltern gerecht werden zu wollen. Wenn ich Ihren Vater fragen würde, wofür er aus dem Iran geflohen ist, was er sich für Sie wünscht für die Zukunft, was würde er mir sagen und was würde Ihre Mutter antworten?","It sounds like you are very torn between wanting to lead your own life on the one hand and wanting to please your parents on the other. If I asked your father what he fled Iran for, what he wants for you in the future, what would he tell me and what would your mother answer?",3,4,3,3.333
AU01.004159,d4_family_system,"Okay, ich kann uns auf jeden Fall sehr nachvollziehen, dass sie das belastet. Das klingt für mich auch, also wenn ich in ihrer Situation wäre, würde mich das sicherlich auch belasten. Ich würde mich dann auch interessieren, wie lange das so ist, also wie lange gibt es diese Situation und ja, also wie sprechen sie mit ihrer Mutter darüber. Genau, weil mich würde auch noch interessieren, was sie denken, was dann passieren würde, wenn ihr Vater das herausbekommen würde. Weil, genau, also da scheint es ja irgendwie was zu geben, was sie befürchten.","Okay, I can definitely understand that this is a burden for her. That sounds to me too, so if I were in your situation it would certainly stress me out too. I would also be interested to know how long this has been going on, how long has this situation existed and yes, how do you talk to your mother about it. Exactly, because I would also be interested to know what they think would happen if their father found out. Because, exactly, there seems to be something they're afraid of.",2,4,3,3.0
AU01.004160,d4_family_system,"Okay, also das kann ich wirklich nachvollziehen. Also in ihrer Situation, ich frage mich oder ich möchte vielleicht vorab nochmal sagen, diese Werte, die man eben als Kind mitgegeben bekommt, das ist auch wirklich so, dass die wirklich langfristig prägen. Also das sind wirklich Dinge, die wir Menschen tief verinnerlicht haben und sie sagen, sie möchten gerne ihren eigenen Weg gehen, das finde ich sehr stark. Und das ist auch erstmal ein total natürlicher Prozess, dass man sich überlegt, ich möchte meinen eigenen Weg gehen und wie kann ich die Werte, die ich denn bekommen habe, da integrieren. Und genau das Schuldgefühl, das Sie da beschreiben, das würde ich gerne nochmal ein bisschen genauer betrachten. Also was denken Sie, inwiefern sind Sie schuldig darüber und was würden vielleicht auch, also was denken Sie, was Ihre Eltern vielleicht darüber denken, dass Sie Ihren eigenen Weg gehen wollen und das vielleicht nicht immer mit den Werten übereinstimmt.","Okay, so I can really understand that. So in your situation, I ask myself, or I would perhaps like to say again in advance, these values ​​that you are given as a child really do have a long-term impact. So these are really things that we humans have internalized deeply and they say they would like to go their own way, I find that very strong. And that's a completely natural process that you think about: I want to go my own way and how can I integrate the values ​​that I've been given. And I would like to take a closer look at exactly the feeling of guilt that you describe. So what do you think, to what extent are you guilty about it and what would maybe, so what do you think, what do you think your parents might think about you wanting to go your own way and that might not always be in line with the values.",2,3,3,2.667
AU01.004161,d4_family_system,"Okay, ich höre da so ein bisschen auch Wut in Ihnen raus. Habe ich das erstmal richtig verstanden? Das ist mir wichtig zu verstehen. Wie war das für Sie, als Sie, also Sie beschreiben jetzt, Sie kommen in die Wohnungen und sehen die Dekoration und so weiter. Was ging da in Ihnen vor? Und dann wäre da noch die Frage, was denken Sie, wie Ihre Mutter die Situation wahrgenommen hat?","Okay, I can hear a bit of anger in you too. Did I understand that correctly at first? This is important to me to understand. What was it like for you when you, as you describe now, come into the apartments and see the decorations and so on. What was going on inside you? And then there is the question, how do you think your mother perceived the situation?",2,4,3,3.0
AU01.004170,d4_family_system,"Was meinen Sie denn, wie Ihre Eltern über Ihren, also den Weg Ihrer Tochter denken, wenn ich die Gelegenheit hätte, Sie zu fragen, wenn die hier mit uns sitzen würden?","If I had the opportunity to ask you if they were sitting here with us, what do you think your parents would think about your path and your daughter's path?",3,3,3,3.0
AU01.004171,d4_family_system,"Was sind das für Situationen, die sie ihrer Mutter gebracht haben? Was ist daran belastend für sie und wie würde ihr Vater reagieren, wenn er von der Beziehung erfahren würde?",What are these situations that brought you to your mother? What is stressful about it for her and how would her father react if he found out about the relationship?,3,3,3,3.0
AU01.004172,d4_family_system,"Und das kann ich verstehen, dass sie das ärgerlich macht, wenn sie ihre Mutter da so finanziell unterstützen und dann den Eindruck haben, dass die das Geld leichtfertig ausgibt und sie haben es selbst finanziell sehr schwer. Was wäre wichtig, dass ihre Mutter das versteht? Was sollte sie sehen?",And I can understand that it makes them angry when they support their mother so financially and then have the impression that she spends the money carelessly and they themselves have a very difficult time financially. What would be important for her mother to understand? What should she see?,4,4,3,3.667
AU01.004196,d4_family_system,"Ja. Und was glauben Sie, kann man vielleicht auch beides, also ehren, was die Eltern einem ermöglichen und gleichzeitig auch gucken, dass man seinen eigenen Weg geht. Also für sich sein und trotzdem verbunden.","Yes. And what do you think, maybe you can do both, i.e. honor what your parents enable you and at the same time make sure you go your own way. So be on your own and still be connected.",2,3,3,2.667
AU01.004197,d4_family_system,"Interessant. Wie geht denn Ihre Mutter damit um, dass sie davon war, als ihr Vater nicht? Also wie wird das Geheimnis auch behandelt in der Familie?",Interesting. How does your mother deal with the fact that she was away when her father wasn't? So how is the secret handled in the family?,4,4,3,3.667
AU01.004198,d4_family_system,"Wie haben Sie das mit Ihrer Mutter besprochen? Also, wie wird das Thema gehandhabt bei Ihnen?","How did you discuss this with your mother? So, how do you handle the topic?",3,3,3,3.0
AU01.004222,d4_family_system,"Und belastet sie das auch, dass ihre Mutter dadurch belastet ist, dass ...",And does it also burden her that her mother is burdened by the fact that...,2,2,3,2.333
AU01.004223,d4_family_system,"Ja, ich verstehe ihren Ärger, wenn sie sich so fühlen, dass sie da ihre Mutter versuchen zu unterstützen und sie sie aber gar nicht richtig sieht. Was würde ihnen dann helfen?","Yes, I understand their anger when they feel like they are trying to support their mother and she doesn't really see them at all. What would help them then?",3,3,3,3.0
AU01.004224,d4_family_system,"Also möchten Sie auch die Tradition und Werte aus Ihrer Kindheit behalten, ist das auch um Ihre Eltern glücklich zu machen oder wie gehen Sie damit um, mit diesem Gefühl, dass Ihre Eltern so viel für Sie getan haben, was könnten Sie noch machen, um damit zufrieden zu sein?","So you also want to keep the traditions and values ​​from your childhood, is this also to make your parents happy or how do you deal with this feeling that your parents have done so much for you, what else could you do to be happy with that?",3,3,3,3.0
AU01.004246,d4_family_system,Sie haben also jetzt so einen inneren Konflikt zwischen dem was ihre Familie und die Tradition von ihnen erwartet und das was sie eigentlich wollen. Habe ich das richtig verstanden?,So now they have this inner conflict between what their family and tradition expects of them and what they actually want. Have I understood that correctly?,3,2,2,2.333
AU01.004247,d4_family_system,"Ich merke, dass sie der Streit sehr belastet und aufwühlt. Wie geht sie denn damit? Und haben sie auch mit ihrer Mutter schon deswegen mal gesprochen oder das irgendwie zum Thema gebracht?",I notice that the argument is very stressful and upsetting for her. How is she dealing with that? And have you ever talked to your mother about it or brought it up in any way?,4,3,3,3.333
AU01.004248,d4_family_system,"Ja, das stelle ich mir auch wirklich sehr belastend vor. Wie war das denn genau damals? Sie haben jetzt gesagt, sie haben sich befreit. Wie war das für Sie?","Yes, I imagine that to be really stressful. What was it like back then? They have now said they have freed themselves. How was that for you?",1,3,1,1.667
AU01.004262,d4_family_system,"Sie haben sehr viel Verständnis für Ihre Eltern und deren gute Gründe, dafür Ihre Werte hochzuhalten und sich das auch für Sie zu wünschen. Können Sie sich vorstellen, Ihre Eltern hier auch mal mit in die Therapie einzuladen?",You have a lot of understanding for your parents and their good reasons for upholding your values ​​and for wanting the same for you. Can you imagine inviting your parents to therapy here too?,3,2,1,2.0
AU01.004263,d4_family_system,"Das ist verständlich, dass sie das sehr schwierig empfinden, sich dazu entscheiden, sie und ihre Mutter, ob sie ihrem Vater das zutrauen wollen oder zumuten wollen, ihm die Wahrheit zu sagen. Welche Rolle spielt für sie im Moment ihr Vater?","It's understandable that they find this very difficult and decide that they and their mother, whether they want to trust or expect their father to tell him the truth. What role does her father play for her at the moment?",4,4,3,3.667
AU01.004264,d4_family_system,"Oh, da fühlen sie sich irgendwie von ihrer Mutter ja übergangen oder auch ein bisschen ausgenutzt. Denken sie das hat jetzt mit ihrer Beziehung miteinander zu tun oder ist das was, was ihre Mutter aufgrund ihrer kulturellen Herkunft als selbstverständlich erwartet, dass auch die jüngere Generation der Älteren mit Geld aushälft.","Oh, they somehow feel ignored or a bit taken advantage of by their mother. Do you think this has anything to do with their relationship with each other or is it something that your mother naturally expects because of her cultural background that the younger generation also helps out the older ones with money?",3,4,3,3.333
AU01.004324,d4_family_system,"Können Sie mir das noch ein bisschen genauer beschreiben, was das für eine Situation ist, in die Sie Ihre Eltern da gebracht haben? Und was glauben Sie? Was denkt Ihre Mutter darüber? Was denkt Ihr Vater darüber?",Can you describe to me in a little more detail what kind of situation you put your parents in? And what do you think? What does your mother think about this? What does your father think about this?,4,4,3,3.667
AU01.004325,d4_family_system,"Ja, was macht das mit Ihnen, das Verhalten der Mutter? Wie fühlen Sie sich dabei, wenn Sie das beobachten? Und was haben Sie für eine Idee, warum macht die Mutter das?","Yes, what does that do to you, your mother's behavior? How do you feel watching this? And what idea do you have, why does the mother do that?",4,3,3,3.333
AU01.004326,d4_family_system,Dieses Schuldgefühl. Wo spüren Sie das? Was macht das mit Ihnen? Und was glauben Sie denken Ihre Eltern da über Sie?,This feeling of guilt. Where do you feel this? What does that do to you? And what do you think your parents think about you?,4,3,3,3.333
AU01.004344,d4_family_system,"Das klingt sehr belastend. Glauben Sie, dass es eine Möglichkeit gibt, Ihren eigenen Weg zu gehen und trotzdem den Werten treu zu bleiben, die Ihnen wichtig sind? Was genau sind das für Werte, die Ihnen wichtig sind?",That sounds very stressful. Do you think there is a way to follow your own path and still stay true to the values ​​that are important to you? What exactly are these values ​​that are important to you?,1,3,3,2.333
AU01.004345,d4_family_system,"Das klingt nach einer sehr schwierigen Situation für sie und auch für ihre Mutter. Kann es sein, dass es eher eine Art Schutz ist, dass ihr Vater nichts davon wissen darf?",This sounds like a very difficult situation for her and also for her mother. Could it be that it's more of a form of protection that her father isn't allowed to know about it?,3,3,3,3.0
AU01.004346,d4_family_system,"Das klingt echt ärgerlich und auch verletzend. Wenn Sie nicht wussten, dass Ihre Mutter das Geld dafür verwendet, glauben Sie, Ihrer Mutter war es wichtig, vor ihren Freundinnen gut dazustehen und irgendwie anerkannt zu werden?","That sounds really annoying and also hurtful. If you didn't know your mother was using the money for this, do you think it was important to your mother to look good in front of her friends and be recognized in some way?",3,4,3,3.333
AU01.004478,d4_family_system,"Können Sie mir mehr darüber erzählen, was Sie dazu bewogen hat, das aber Ihrer Mutter zu erzählen im Vergleich zu Ihrem Vater? Und was glauben Sie, wie würde Ihr Vater reagieren, was würde er denken oder fühlen, wenn er es von Ihnen erfahren würde, aber vielleicht auch, wenn er es von Ihrer Mutter erfahren würde?","Can you tell me more about what made you decide to tell your mother versus your father? And how do you think your father would react, what would he think or feel if he found out about it from you, but perhaps also if he found out about it from your mother?",4,3,3,3.333
AU01.004479,d4_family_system,"Das klingt, als würden Sie glauben, dass Ihre Mutter da Ihr Wohl und Ihre finanzielle Situation außen vor lässt, wenn Sie sich mal versuchen, in Ihre Schuhe zu versetzen. Was glauben Sie, warum hat sie Sie nach Geld gefragt und dann vielleicht trotzdem Geld für Dekoration ausgegeben? Was geht wohl in Ihrer Mutter vor? Was denken Sie?",It sounds like you think your mother is ignoring your well-being and financial situation if you try to put yourself in your shoes. Why do you think she asked you for money and then maybe spent money on decorations anyway? What do you think is going on with your mother? What do you think?,4,3,3,3.333
AU01.004480,d4_family_system,"Ja, das klingt, als würden sie in einer ganz anderen Situation aufwachsen als ihre Eltern und sind mit ganz anderen Rahmenbedingungen, Möglichkeiten, aber auch Schwierigkeiten konfrontiert als ihre Eltern. Und beides finde ich total nachvollziehbar. Wenn sie sich mal in die Perspektive ihrer Eltern versetzen, was glauben sie, wie geht es denen aktuell? Und was glauben sie, wie schauen die auf sie und ihr Leben aktuell?","Yes, it sounds as if they are growing up in a completely different situation than their parents and are confronted with completely different conditions, opportunities and also difficulties than their parents. And I find both completely understandable. If you put yourself in the perspective of your parents, how do you think they are currently? And what do you think, how do they currently view you and your life?",4,4,3,3.667
AU01.000860,d5_ambiguity_tolerance,"Es klingt so, als würde das gar nicht so vereinbar sein, eine gute Tochter zu sein und gleichzeitig auch Freiheiten genießen zu dürfen und zu können. Also, als würden sie das gar nicht so richtig miteinander innerlich vereinbaren können.",It sounds as if it is not at all compatible to be a good daughter and at the same time be able to enjoy freedom. So it's as if they can't really reconcile this internally.,2,3,3,2.667
AU01.000862,d5_ambiguity_tolerance,"Sie wünschen sich einerseits diesen Zusammenhalt und diese guten Familienkontakte und gleichzeitig, ja, hätte sie so ein Studium auch interessiert, aber sie wissen gar nicht, wie sie das miteinander vereinbaren können. Einen starken Familienzusammenhalt und eine Karriere mit einem Studium sozusagen.","On the one hand, they want this solidarity and these good family contacts and at the same time, yes, they would also have been interested in studying like this, but they don't know how they can reconcile that. A strong family bond and a career with a degree, so to speak.",2,3,3,2.667
AU01.000863,d5_ambiguity_tolerance,"Ja, sie haben große Sorge, dass wenn sie und ihre Frau beide arbeiten gehen, dass dann vielleicht eine gewisse Zeit oder ein Bemühen im Haushalt zu Hause auf der Strecke bleibt. Sie wissen gar nicht, wie sich das dann vereinbaren lässt. Gleichzeitig scheint sie es ja zu beschäftigen. Also, dass ihre Frau da irgendwie so eine Wünsche hat, die...","Yes, they are very worried that if they and their wife both go to work, a certain amount of time or effort in the household at home might fall by the wayside. You don't even know how this can be reconciled. At the same time, it seems to be bothering her. So that your wife somehow has a wish that...",2,3,3,2.667
AU01.000901,d5_ambiguity_tolerance,"Ich kann gut verstehen, dass Ihnen das Thema Tradition sehr wichtig ist und Familie. Wieso würden Sie denn, ja, Kommilitoninnen, die jetzt atheistisch orientiert sind, als respektlos bezeichnen? Können Sie mir das genauer erklären?",I can well understand that the topic of tradition and family is very important to you. Why would you describe fellow students who are now atheistically oriented as disrespectful? Can you explain this to me in more detail?,4,4,4,4.0
AU01.000903,d5_ambiguity_tolerance,"Ich verstehe nicht genau, was Sie damit meinen. Können Sie mir noch mal erklären, was genau Sie als Fluch sehen und was meine Rolle im Rahmen des Fluchs ist?",I don't understand exactly what you mean by that. Can you explain to me again what exactly you see as a curse and what my role is in the context of the curse?,3,3,2,2.667
AU01.000904,d5_ambiguity_tolerance,"Ich kann verstehen, dass Ihnen das Thema Erziehung sehr wichtig ist und das aktuell ist gerade. Wo sehen Sie denn den Unterschied dann zwischen einer Erziehung nach muslimischen Werten und der Erziehung von den anderen Kindern, wie Sie jetzt gesagt haben, da draußen?","I can understand that the topic of education is very important to you and it is currently relevant. So where do you see the difference between being raised according to Muslim values ​​and being raised by the other children out there, as you just said?",4,4,4,4.0
AU01.000917,d5_ambiguity_tolerance,"Ich kann mir gut vorstellen, dass sehr viele Menschen, wenn sie das hier hören würden, auch sie, so wie in ihrem Fall, sich fühlen würden. Auf der einen Seite diese Lust in ihrer Freiheit, auf der anderen Seite diese Lust, traditionelle Normen, familiäre Normen zu befolgen und auch Teil dieser Community zu sein. Dass dieser Widerspruch, der in ihnen im Moment ist, kann ich sehr gut nachvollziehen.","I can well imagine that if many people heard this, they too would feel the same way as in your case. On the one hand, this desire for freedom, on the other hand, this desire to follow traditional norms, family norms and also be part of this community. I can very well understand the contradiction that is within them at the moment.",2,2,4,2.667
AU01.000918,d5_ambiguity_tolerance,"Es ist verständlich, dass für sie sehr viele Religionen, Normen, Traditionen und konservatives Denken eine große Rolle in ihrer Leben spielen, die auch wichtig für sie ist, dass sie Schwierigkeiten haben, Menschen sehr alt respektlos empfinden gegenüber ihren Normen, wenn Menschen dann nicht an einen Gott glauben.","It is understandable that for them many religions, norms, traditions and conservative thinking play a big role in their lives, which is also important for them, that they have difficulties, that people very old feel disrespectful towards their norms, if people do not believe in a God.",1,2,2,1.667
AU01.000919,d5_ambiguity_tolerance,"Mit Engel kenne ich mich nicht so gut aus, aber sie können mir gerne erzählen, wie das passieren würde, also, wie kann ich mir das vorstellen? Sie sagen ja, wenn man von Engel umgeben wird, dann werden diese psychischen Symptome, die sie hier haben, besser. Könnten Sie mir damit ein bisschen helfen, dass ich Ihnen genauer verstehen kann?","I'm not that familiar with angels, but they're welcome to tell me how that would happen, so how can I imagine that? They say that when you are surrounded by angels, these psychological symptoms that you have here get better. Could you help me a little so that I can understand you more clearly?",4,3,4,3.667
