id,dimension,variant_id,model,average_score,llm_score,brief_rationale,error,attempts,runtime_seconds,timestamp
AU01.002001,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in erkennt die Bedeutung von Panikattacken für die familiäre Rolle und verbindet dies mit der Notwendigkeit, Gedanken, Gefühle und Verhalten zu reflektieren. Dies zeigt eine grundlegende Anerkennung der Patient:inns Zielsetzung. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf einer allgemeinen, interpretativen Ebene und verfehlt die explizite Exploration des individuellen Erklärungsmodells. Die Reaktion ist verständlich und angemessen, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifischen Leistungsmerkmale der Dimension zu umfassen.",,1,2.142,2026-07-14T18:26:28
AU01.002018,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in erkennt den Skeptizismus der Patient:in gegenüber der Therapie und fragt nach den eigenen Handlungsmöglichkeiten der Patient:in bezüglich der Erkrankung. Dies zeigt eine erste Annäherung an die subjektive Sichtweise der Patient:in. Allerdings wird das subjektive Erklärungsmodell oder die Heilvorstellungen der Patient:in nicht explizit erfragt, validiert oder reflektiert. Es fehlen zentrale Leistungsmerkmale wie die explizite Frage nach der Krankheits- oder Heilvorstellung, die Validierung der Sichtweise oder die Klärung von Erwartungen. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' inhaltlich zu vertiefen.",,1,1.142,2026-07-14T18:26:29
AU01.002019,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in erkennt die emotionale Befindlichkeit der Patient:in (Einsamkeit) und fragt nach konkreten Verlusten im Leben, was eine erste Annäherung an das subjektive Erklärungsmodell darstellt. Allerdings wird das Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen zentrale Elemente wie die Frage nach der eigenen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Frage ist zielgerichtet, aber nicht ausreichend tiefgehend, um die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' exzellent umzusetzen. Die Gesprächsführung ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung.",,1,1.148,2026-07-14T18:26:30
AU01.002020,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in erkennt den Frust des Patienten wahr, stellt jedoch keine explizite Frage nach dem subjektiven Erklärungsmodell der Beschwerden oder den Heilvorstellungen. Es erfolgt keine Exploration der Krankheits- oder Heilungsvorstellungen der Patient:in, obwohl die Frage 'Was glauben Sie denn, warum ich das von Ihnen nochmal hören möchte?' indirekt auf die eigene Wahrnehmung abzielt. Die Aussage bleibt jedoch zu allgemein und unkonkret, um die Zieldimension der Exploration subjektiver Krankheits- und Heilungsvorstellungen zu erfüllen. Es fehlen zentrale Leistungsmerkmale wie die explizite Erfragung von Erklärungsmodellen, Heilvorstellungen oder die Validierung der Sichtweise. Die Reaktion ist verständlich und angemessen, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die spezifische Dimension zu adressieren.",,1,1.209,2026-07-14T18:26:31
AU01.002042,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,1,"Die Aussage des Therapeuten ist empathisch formuliert, aber es wird keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in angestoßen. Es erfolgt keine Frage nach dem eigenen Erklärungsmodell, nach Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion bleibt auf eine allgemeine Empathie beschränkt und verfehlt damit die zentrale Aufgabe, das subjektive Verständnis des Problems zu erforschen. Keine der Leistungsmerkmale der Dimension wird umgesetzt.",,1,0.856,2026-07-14T18:26:32
AU01.002043,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage 'Ich finde die Gedanken total nachvollziehbar, was genau beschäftigt sie darin.' zeigt eine gewisse Empathie und Reaktion auf die Äußerungen der Patient:in, aber sie erfragt weder explizit das subjektive Erklärungsmodell der Krankheit noch Heilvorstellungen. Es fehlt jegliche explizite Exploration der Krankheits- oder Heilungsvorstellungen der Patient:in. Die Formulierung ist zudem unklar und könnte als suggestiv oder ungenau interpretiert werden ('was genau beschäftigt sie darin' – unklarer Bezug auf die Patient:in). Es werden keine Fragen nach Erklärungsmodellen, Heilvorstellungen oder Erwartungen an die Therapie gestellt. Die Reaktion ist daher zu oberflächlich und erfüllt die Aufgabenstellung nicht ausreichend. Keine Validierung, keine Klärung von Rollen oder Erwartungen. Die Gesprächsführung ist nicht angemessen verständlich und wirkt unstrukturiert.",,1,1.628,2026-07-14T18:26:34
AU01.002046,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage des Therapeuten ist eine Nachfrage, die sich auf eine Äußerung des Patienten bezieht, ohne explizit nach dem subjektiven Erklärungsmodell oder Heilvorstellungen zu fragen. Es wird weder das Krankheitsverständnis noch die Heilungsvorstellungen der Patientin exploriert, sondern lediglich eine unklare Äußerung des Patienten nachgefragt. Es fehlen alle Leistungsmerkmale zur Exploration von Erklärungs- und Heilungsvorstellungen, wie z. B. die Zusammenfassung des Erklärungsmodells, die Frage nach der eigenen Deutung der Beschwerden oder die Klärung von Heilvorstellungen. Die Reaktion ist verständlich, aber nicht ausreichend für eine höhere Bewertung, da die zielgerichtete Exploration der subjektiven Krankheits- und Heilungsvorstellungen fehlt.",,1,1.258,2026-07-14T18:26:35
AU01.002092,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.667,3,"Die Therapeut:in fragt explizit nach der subjektiven Erklärung der Krankheit („Woher Ihre Krankheit kommt?“, „Woher es kommen könnte, dass es Ihnen so schlecht geht?“), was ein zentrales Kriterium der Dimension ist. Die Formulierung ist verständlich und sensitiv. Allerdings fehlt eine klare Zusammenfassung des Erklärungsmodells in eigenen Worten, eine Validierung der Sichtweise oder eine explizite Klärung von Heilvorstellungen oder Erwartungen. Die Frage ist zwar explorativ, aber nicht ausreichend tiefgehend, um die vollständige Dimension zu erfassen. Daher wird eine Bewertung von 3 vergeben, da zentrale Elemente erfüllt sind, aber nicht alle Leistungsmerkmale umgesetzt wurden.",,1,1.068,2026-07-14T18:26:36
AU01.002093,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,2,"Die Therapeut:in zeigt Verständnis für die Ungeduld des Patienten und betont die Bedeutung der gemeinsamen Erkundung der Zusammenhänge. Es wird angedeutet, dass die Ursachen für den aktuellen Zustand verstanden werden sollen. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patient:in nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur teilweise die Aufgabenstellung, da die Exploration des subjektiven Erklärungsmodells und der Heilvorstellungen nicht erfolgt.",,1,0.944,2026-07-14T18:26:37
AU01.002094,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeutin zeigt Verständnis für die Unzufriedenheit der Patientin und betont die gemeinsame Arbeit in der Therapie. Sie validiert die emotionale Belastung und die Notwendigkeit einer kooperativen Herangehensweise. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion ist angemessen und verständlich, erfüllt aber nur die grundlegenden Anforderungen der Aufgabenstellung, ohne die explizite Exploration des Erklärungs- und Heilungskonzepts der Patientin zu leisten.",,1,1.207,2026-07-14T18:26:38
AU01.002108,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.333,2,"Die Therapeut:in zeigt Verständnis für die Unsicherheit der Patient:in bezüglich der Therapiehilfe und fragt nach den Vorstellungen zur Arbeit in Panikattacken. Dies entspricht einer Exploration der Heilvorstellungen („Was würden Sie sich denn wünschen, wie wir in Ihren Panikattacken arbeiten?“). Die Frage ist direkt auf die subjektive Sichtweise der Patient:in ausgerichtet und zeigt eine gewisse Flexibilität im therapeutischen Stil. Allerdings fehlt eine explizite Exploration des Krankheitsverständnisses (z. B. wie die Patient:in ihre Panikattacken erklärt) und eine klare Validierung oder Zusammenfassung des Erklärungsmodells. Die Reaktion erfüllt die Aufgabenstellung, ist verständlich und angemessen, aber nicht exzellent umgesetzt, da die zentralen Leistungsmerkmale der Dimension nur teilweise erfüllt sind.",,1,1.182,2026-07-14T18:26:40
AU01.002109,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.667,3,"Die Therapeutin fragt explizit nach dem subjektiven Erklärungsmodell der Patientin, indem sie auf die mögliche Deutung von Schuldgefühlen und Schlafstörungen als göttliche Bestrafung eingeht („Wenn sie glauben, dass es vielleicht auch eine Bestrafung Gottes sein könnten…“). Dies entspricht dem Kriterium, Erklärungsmodelle zu erforschen. Zudem zeigt sie Verständnis für die emotionale Belastung und die Zweifel der Patientin, indem sie die Frage formuliert, ob es sich lohnt, an den Schlafproblemen zu arbeiten – was eine sensitive Annäherung an die Heilungsvorstellungen darstellt. Allerdings fehlt eine klare Zusammenfassung des Erklärungsmodells in eigenen Worten, eine explizite Validierung der Sichtweise oder eine klare Definition der therapeutischen Rolle. Die Formulierung ist etwas unpräzise und könnte als leicht suggestiv interpretiert werden („haben sie denn das Gefühl, dass es sich lohnt…“), was die Gesprächsführung beeinträchtigen könnte. Dennoch wird die zentrale Dimension der Exploration subjektiver Krankheits- und Heilungsvorstellungen deutlich angesprochen, was eine Bewertung von 3 rechtfertigt.",,1,20.665,2026-07-14T18:27:00
AU01.002110,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,4.0,4,"Die Therapeut:in erfasst explizit die subjektive Heilungsvorstellung der Patient:in (Glaube, dass nur Gott helfen kann), validiert die damit verbundenen Gefühle (Frustration) und fragt direkt nach konstruktiven Möglichkeiten, wie die Therapeut:in trotzdem helfen könnte. Dies entspricht den Leistungsmerkmalen, insbesondere der Exploration von Heilvorstellungen, der Validierung der Sichtweise und der flexiblen Anpassung des therapeutischen Stils. Die Formulierung ist verständlich, empathisch und fördert die gemeinsame Zielsetzung.",,1,0.967,2026-07-14T18:27:01
AU01.002147,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.0,3,"Die Therapeut:in greift die subjektive Erklärung des Patient:en auf (Kontaktabbruch als belastend) und fragt explizit nach dessen Vorstellung, wie es trotzdem wieder besser werden könnte. Dies entspricht der Exploration von Heilvorstellungen (Leistungsmerkmal). Die Frage ist klar und verständlich formuliert. Allerdings fehlt eine explizite Validierung des Erklärungsmodells oder eine tiefergehende Exploration des subjektiven Krankheitsverständnisses (z. B. wie der Kontaktabbruch nach der Sicht des Patient:en zu den Beschwerden führt). Es wird keine Klärung von Erwartungen an die Therapie oder eine explizite Reflexion von Zweifeln vorgenommen. Die Reaktion ist angemessen, aber nicht umfassend im Sinne der Dimension. Daher Bewertung 3.",,1,1.114,2026-07-14T18:27:03
AU01.002148,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,2,"Die Therapeut:in zeigt eine offene Haltung und betont die Notwendigkeit, die individuelle Erfahrung der Patient:in zu verstehen, um wirksam helfen zu können. Die Aussage 'nur Gedanken lesen kann ich leider nicht' ist verständlich und sensibel formuliert. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungen der Patient:in nicht explizit erfragt. Es fehlen konkrete Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Reaktion erfüllt die Aufgabenstellung auf einem grundlegenden Niveau, da sie die Notwendigkeit der Kommunikation betont, aber die explizite Exploration des Erklärungs- und Heilungsmusters fehlt. Daher wird eine Bewertung von 2 vergeben.",,1,1.248,2026-07-14T18:27:04
AU01.002149,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.0,1,"Die Aussage zeigt eine gewisse Empathie und berücksichtigt die Sorge der Patientin um ihre Familie, aber sie erfragt weder explizit das subjektive Krankheits- noch Heilungsvorstellungen der Patientin. Es wird keine Frage nach der persönlichen Erklärung der Beschwerden, nach Heilvorstellungen oder Erwartungen an die Therapie gestellt. Stattdessen wird direkt eine Lösungsidee vorgeschlagen (""was können wir dann vielleicht tun, damit sie trotzdem schlafen können?""). Dies ist eine suggestive, wenig explorative Formulierung, die die Patientin nicht in die Erklärung ihres eigenen Erlebens einbezieht. Die Reaktion ist verständlich, aber nicht ausreichend, um die Zieldimension der Exploration subjektiver Krankheits- und Heilungsvorstellungen zu erfüllen.",,1,1.062,2026-07-14T18:27:05
AU01.002173,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,2,"Die Frage 'Können Sie mir beschreiben, wieso Sie den Kontakt abgebrochen haben?' greift die Situation an, aber erfragt nicht explizit das subjektive Erklärungsmodell oder Heilvorstellungen der Patient:in. Es wird keine Validierung der Sichtweise, keine Klärung von Erwartungen an die Therapie, keine Exploration von Heilvorstellungen oder Erklärungsmodellen thematisiert. Die Reaktion bleibt auf die Symptomatik fokussiert und erfüllt die Aufgabenstellung nur teilweise, da die Exploration des Krankheits- und Heilungsvorstellungsmodells fehlt. Die Formulierung ist angemessen und verständlich, aber nicht ausreichend für eine höhere Bewertung.",,1,1.828,2026-07-14T18:27:07
AU01.002182,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,1,"Die Therapeut:in zeigt Verständnis für die Wünsche der Patient:in, aber fragt nicht explizit nach dem subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in. Es erfolgt keine Exploration des Erklärungsmodells (z. B. 'Wie erklären Sie sich Ihre Panikattacken?') oder der Heilvorstellungen (z. B. 'Was glauben Sie, könnte Ihnen helfen?'). Stattdessen wird eine medizinisch-psychologische Erklärung vorgegeben, ohne die Sichtweise der Patient:in zu validieren oder zu reflektieren. Die Aussage ist zwar verständlich, aber belehrend und fehlt an offener Exploration. Keine Validierung von Zweifeln oder Vorbehalten. Daher wird die Dimension 'subjektive Krankheits- und Heilungsvorstellungen erfragen' nur unzureichend umgesetzt.",,1,1.126,2026-07-14T18:27:08
AU01.002183,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in fragt nach der subjektiven Erfahrung der Einsamkeit und deren Auswirkungen im Alltag, was eine erste Annäherung an die subjektive Wahrnehmung darstellt. Allerdings wird nicht explizit nach dem Erklärungsmodell für die Beschwerden oder Heilvorstellungen gefragt. Es fehlen zentrale Elemente wie die Exploration der Krankheits- oder Heilungsvorstellungen der Patient:in, die Validierung des Erklärungsmodells oder die Klärung von Erwartungen an die Therapie. Die Frage bleibt auf der Ebene der Symptombeschreibung und nicht auf der Ebene des subjektiven Krankheits- und Heilungsvorstellungsmodells. Daher wird die Aufgabenstellung nur teilweise erfüllt.",,1,1.217,2026-07-14T18:27:09
AU01.002210,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.333,0,"Die Aussage des Therapeuten bleibt auf einer Bewertung und Verallgemeinerung der Patientinssituation und ihrer Gefühle, ohne explizit nach dem subjektiven Erklärungsmodell oder Heilvorstellungen der Patientin zu fragen. Es erfolgt keine Exploration der individuellen Krankheits- oder Heilungsvorstellungen, sondern eine interpretative Aussage, die das Erklärungsmodell der Patientin nicht erfragt, sondern selbst vorgibt. Es fehlen alle Leistungsmerkmale wie Fragen nach der eigenen Erklärung, Heilvorstellungen oder Erwartungen an die Therapie. Zudem wird die Patientin nicht in ihrer Sichtweise validiert, sondern ihre Gefühle als 'normal' und 'verständlich' klassifiziert, was eine implizite Abwertung von möglichen Zweifeln oder anderen Perspektiven darstellen kann. Die Reaktion ist daher nicht an der Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells ausgerichtet.",,1,1.477,2026-07-14T18:27:11
AU01.002211,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeut:in zeigt Verständnis für religiöse Überzeugungen und berücksichtigt die Patient:inns Sichtweise, indem sie die Skepsis gegenüber Psychotherapie als verständlich einstuft. Sie schlägt vor, die Therapie zu probieren und erwähnt, dass ein Weg begleitend mit Gott möglich sein könnte. Dies zeigt eine gewisse Sensibilität für die subjektiven Heilvorstellungen. Allerdings wird das Erklärungsmodell der Patient:in (z. B. die Vorstellung, dass nur Gott Schuld oder Heil vergeben kann) nicht explizit erfragt, sondern lediglich angenommen. Es fehlt eine direkte Frage nach der eigenen Erklärung der Beschwerden oder Heilvorstellungen. Die Reaktion ist angemessen und verständlich, erfüllt aber die Aufgabenstellung nur teilweise, da die Exploration der subjektiven Krankheits- und Heilungsvorstellungen nicht aktiv initiiert wird.",,1,1.424,2026-07-14T18:27:12
AU01.002212,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in betont die Bedeutung eines klaren Verständnisses der Krankheit und die Notwendigkeit, weitere Fragen zu klären, um die Behandlung zu verbessern. Dies zeigt eine grundlegende Anerkennung der Notwendigkeit, das subjektive Krankheitsverständnis der Patient:in zu erforschen. Allerdings wird das Erklärungsmodell der Patient:in nicht explizit abgefragt, es fehlen konkrete Fragen nach der persönlichen Deutung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt allgemein und verbleibt auf der Ebene der therapeutischen Absicht, ohne die spezifische Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells der Patient:in zu initiieren. Die Gesprächsführung ist angemessen und verständlich, erfüllt aber nur die grundlegende Aufgabenstellung, ohne die dimensionsspezifischen Leistungsmerkmale ausreichend zu implementieren.",,1,2.389,2026-07-14T18:27:15
AU01.002362,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.0,2,"Die Frage 'Was ging denn dem Kontaktabbruch mit der Familie voraus?' ist eine explorative Frage, die sich auf den Kontext des Problems bezieht, aber nicht explizit nach dem subjektiven Erklärungsmodell oder den Heilvorstellungen der Patient:in fragt. Es wird kein Versuch unternommen, das Krankheits- oder Heilungsvorstellungen der Patient:in zu erfassen, zu validieren oder flexibel darauf einzugehen. Die Reaktion bleibt auf die Symptomatik und den zeitlichen Ablauf fokussiert, ohne die zielgerichtete Exploration der subjektiven Krankheits- und Heilungsvorstellungen zu zeigen. Daher wird die Aufgabenstellung nur teilweise erfüllt, was einer Bewertung von 2 entspricht.",,1,0.995,2026-07-14T18:27:16
AU01.002363,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,0.333,1,"Die Aussage des Patienten wird bestätigt, ohne dass explizit nach dem subjektiven Erklärungsmodell oder Heilvorstellungen gefragt wird. Es erfolgt keine Exploration der Krankheits- oder Heilungsvorstellungen, keine Validierung des Erklärungsmodells, keine Klärung von Erwartungen an die Therapie oder die Rolle des Therapeuten. Die Reaktion bleibt auf eine einfache Zustimmung beschränkt und erfüllt damit nur rudimentär die Aufgabenstellung. Keine der Leistungsmerkmale des Manuals wird angemessen umgesetzt.",,1,1.494,2026-07-14T18:27:17
AU01.002364,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,1,"Die Therapeut:in fragt nach dem Fokus der Therapie, zeigt aber keine explizite Exploration des subjektiven Krankheits- oder Heilungsvorstellungsmodells der Patient:in. Es erfolgt keine Frage nach der persönlichen Erklärung der Beschwerden, nach Heilvorstellungen oder nach Erwartungen an die Therapie. Die Aussage bleibt auf eine Interpretation des Wunsches beschränkt, ohne das Erklärungsmodell der Patient:in zu erforschen oder zu validieren. Es fehlen alle Leistungsmerkmale, die auf die Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells abzielen. Die Formulierung ist verständlich, aber nicht therapeutisch anspruchsvoll im Sinne der Dimension.",,1,1.195,2026-07-14T18:27:19
AU01.002519,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.0,0,"Das Transkript enthält keine Exploration der subjektiven Krankheits- oder Heilungsvorstellungen der Patient:in. Es wird lediglich eine allgemeine Aussage über Häufigkeit berichtet, ohne Fragen zu Erklärungsmodellen, Heilvorstellungen, Erwartungen an die Therapie oder die Rolle des Therapeuten zu stellen. Es fehlen jegliche Validierung der Sichtweise der Patient:in oder eine Anpassung des therapeutischen Stils. Die Aussage ist zudem redundant und unverbindlich, ohne therapeutische Tiefe oder Bezug zur Patient:in. Daher wird die Aufgabenstellung nicht erfüllt.",,1,0.882,2026-07-14T18:27:19
AU01.002520,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Therapeutin zeigt eine empathische Haltung und bezieht sich auf die Bedeutung der Familie für die Patientin. Sie greift auf die subjektive Priorität der Patientin ein, sich gut zu fühlen, um für die Familie da zu sein. Allerdings wird das subjektive Krankheits- und Heilungsvorstellungsmodell der Patientin nicht explizit erfragt. Es fehlen Fragen nach der persönlichen Erklärung der Beschwerden, Heilvorstellungen oder Erwartungen an die Therapie. Die Aussage bleibt auf einer allgemeinen, unterstützenden Ebene und erfüllt die Aufgabenstellung nur teilweise, da keine explizite Exploration des Erklärungs- oder Heilungskonzepts erfolgt.",,1,0.997,2026-07-14T18:27:20
AU01.002521,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.333,3,"Die Therapeut:in eröffnet die Exploration des subjektiven Erklärungsmodells durch die Frage nach einem möglichen Zusammenhang zwischen dem Kontaktabbruch und dem aktuellen Befinden. Die Formulierung 'Verstehe ich es richtig, dass Sie also einen Zusammenhang sehen...' zeigt eine erste Verschriftlichung des Patientenmodells. Die anschließende Einladung, gemeinsam den Zusammenhang zu untersuchen, ist explorativ und zeigt Flexibilität. Allerdings fehlt eine explizite, direkte Frage nach dem subjektiven Erklärungsmodell (z. B. 'Wie erklären Sie sich Ihre Beschwerden?') oder nach Heilvorstellungen. Die Validierung der Sichtweise ist indirekt vorhanden, aber nicht explizit formuliert. Die Reaktion ist verständlich und angemessen, erfüllt aber nicht alle Leistungsmerkmale der höchsten Bewertungskategorie. Daher wird eine Bewertung von 3 vergeben.",,1,1.154,2026-07-14T18:27:22
AU01.002724,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.0,3,"Die Therapeut:in fragt explizit nach Heilvorstellungen und Verbesserungskriterien („Was müsste denn passieren, dass es Ihnen wieder in verschiedenen Bereichen gut geht?“), was die Exploration von Heilungsvorstellungen direkt anspricht. Zudem wird die Sichtweise der Patient:in anerkannt, indem auf bereits vorhandene Ideen eingegangen wird. Allerdings fehlt eine explizite Zusammenfassung des Erklärungsmodells in eigenen Worten oder eine direkte Validierung des subjektiven Krankheitsverständnisses. Die Frage ist zielgerichtet, aber nicht ausreichend tiefgehend in der Exploration des Erklärungsmodells. Die Formulierung ist verständlich und angemessen, ohne belehrend oder suggestiv zu wirken. Daher wird eine Bewertung von 3 vergeben, da zentrale Leistungsmerkmale der Dimension erfüllt sind, aber nicht alle Aspekte der exzellenten Umsetzung (z. B. Validierung des Erklärungsmodells oder klare Definition der therapeutischen Rolle) vollständig umgesetzt sind.",,1,1.501,2026-07-14T18:27:23
AU01.002725,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,1.667,2,"Die Frage zielt auf das subjektive Erklärungsmodell ab, indem sie nach dem Ursprung des Schuldgefühls und möglichen Auslösern fragt. Es wird nach dem Kontext und der Quelle des Gedankens eruiert, was auf eine Exploration der persönlichen Deutungshaltung hindeutet. Allerdings fehlen explizite Formulierungen zur Validierung der Sichtweise, zur Klärung von Heilvorstellungen oder zur Exploration von Erwartungen an die Therapie. Die Frage ist verständlich und angemessen formuliert, erfüllt aber nur teilweise die Anforderungen der Dimension, da die Exploration des Krankheits- und Heilungsvorstellungsmodells nicht ausreichend tiefgehend ist.",,1,0.945,2026-07-14T18:27:24
AU01.002726,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,2,"Die Therapeut:in betont die Eigenkompetenz der Patient:in und fordert eine detaillierte Schilderung der eigenen Erfahrungen, was die Exploration des subjektiven Erlebens unterstützt. Es wird jedoch kein expliziter Fokus auf die Erklärungsmodelle oder Heilvorstellungen der Patient:in gesetzt. Die Frage nach dem 'Wie' oder 'Warum' der Beschwerden oder nach Hilfequellen fehlt. Obwohl die Formulierung angemessen und verständlich ist, wird die zielgerichtete Exploration des subjektiven Krankheits- und Heilungsvorstellungsmodells nicht ausreichend umgesetzt. Daher wird eine Bewertung von 2 vergeben, da die Aufgabenstellung erfüllt ist, aber nicht exzellent umgesetzt.",,1,1.111,2026-07-14T18:27:25
AU01.002800,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,3.0,3,"Die Frage 'haben Sie eine Idee, was Ihnen dabei helfen könnte?' erfasst implizit Heilvorstellungen der Patient:in und zeigt eine offene, explorative Haltung. Sie fragt nach subjektiven Heilungsvorstellungen, was ein zentrales Kriterium der Dimension ist. Allerdings fehlt eine explizite Validierung der Sichtweise, eine Zusammenfassung des Erklärungsmodells oder eine klare Klärung der therapeutischen Rolle. Die Formulierung ist kurz und verständlich, aber nicht ausreichend tiefgehend, um eine exzellente Umsetzung (Bewertung 4) zu rechtfertigen. Es wird keine Erwartung an die Therapie explizit abgefragt, und es fehlt jegliche Reaktion auf mögliche Zweifel oder Vorbehalte. Dennoch wird die zentrale Aufgabe – die Exploration von Heilvorstellungen – adressiert, was eine Bewertung 3 rechtfertigt.",,1,1.466,2026-07-14T18:27:27
AU01.002801,d1_illness_beliefs,V1_full_manual_baseline,qwen3-30b-a3b-instruct-2507,2.333,3,"Die Therapeut:in fragt explizit nach dem subjektiven Erklärungsmodell der Patient:in (Strafe Gottes) und eruiert dessen soziale Validierung durch die Familie. Dies entspricht dem Kriterium, Erklärungsmodelle zu erforschen. Die Frage ist klar und verständlich formuliert. Allerdings fehlt eine explizite Validierung der Sichtweise der Patient:in, eine Klärung von Erwartungen an die Therapie oder eine Reflexion der eigenen Rolle als Therapeut:in. Die Reaktion bleibt auf die Exploration beschränkt, ohne die weiteren Leistungsmerkmale des Manuals zu integrieren. Daher wird eine Bewertung von 3 vergeben, da die zentrale Dimension der Exploration des subjektiven Krankheitsverständnisses gut umgesetzt ist, aber die vollständige Integration der weiteren Merkmale fehlt.",,1,1.308,2026-07-14T18:27:28
