id,dimension,text,rater_one,rater_two,rater_three,average_score,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
AU01.003344,d5_ambiguity_tolerance,"Ich sehe, sie wünschen sich, dass ihre Werte zu 100 Prozent an ihre Kinder übertragen werden. Und gleichzeitig würde ich sie bitten, sich vielleicht zu erinnern an ihre Kindheit und an Werte und Ansichten ihrer Eltern. Würden Sie sagen, sie wurden eins zu eins nur von ihren Eltern geprägt, in Anführungszeichen? Oder gab es da noch andere Einflussfaktoren? Welche Menschen haben sie noch beeinflusst in ihrem Älterwerden und ihrem Erwachsenwerden?",2,2,3,2.333,text_en,"I see that they want their values ​​to be 100 percent passed on to their children. And at the same time I would ask you to perhaps remember your childhood and the values ​​and views of your parents. Would you say they were influenced one-to-one only by their parents, in quotation marks? Or were there other influencing factors? Who else influenced you as you grew older and grew up?",1,69,23.506,99,55.191,,13.8,18.841,91.304,76.812,60.87,21.739,20.29,2.899,0,8.696,0,7.246,1.449,13.043,2.899,1.449,14.493,7.246,5.797,8.696,0,18.841,7.246,1.449,7.246,2.899,0,4.348,26.087,0,17.391,1.449,4.348,4.348,2.899,0,5.797,1.449,0,0,0,0,0,0,0,0,0,0,28.986,7.246,0,0,0,0,2.899,21.739,2.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,0,0,0,0,0,0,2.899,11.594,0,1.449,7.246,2.899,0,0,4.348,8.696,0,0,0,0,0,0,0,11.594,2.899,1.449,4.348,0,0,2.899,0
AU01.003371,d5_ambiguity_tolerance,"Es gibt viele Personen, die sich als Atheisten bezeichnen würden, über sie denken würden und der Religion und Tradition und Wert so wichtig sind.",1,1,1,1.0,text_en,"There are many people who would describe themselves as atheists, would think of them, and who care so much about religion and tradition and value.",1,25,1,99,1,81.12,25,20,92,76,68,16,16,0,0,0,0,8,0,8,0,0,12,12,12,20,0,20,8,8,4,4,0,0,16,0,12,4,0,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,28,8,4,0,0,0,4,20,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,12,4,8,0,0,0,0,0
AU01.003372,d5_ambiguity_tolerance,Wie kommt es bei Ihren Kindern an?,2,2,2,2.0,text_en,How is it received by your children?,1,7,2.348,99,24.316,,7,28.571,100,71.429,71.429,28.571,14.286,0,0,14.286,0,0,14.286,14.286,0,0,14.286,14.286,14.286,0,0,14.286,0,0,0,0,0,0,42.857,0,14.286,14.286,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.571,0,0,0,0,0,0,28.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,14.286,0,0,0,0,0,0,14.286,0,0,14.286,0,0,0,0
AU01.003373,d5_ambiguity_tolerance,"Dann sind es mehr Neutronen. Wie meinen Sie das? Wer geht erst, wenn der Flug von Ihnen genommen wird?",2,1,2,1.667,text_en,Then there are more neutrons. What do you mean? Who only leaves when the flight is taken by you?,1,19,1,99,93.145,,6.333,5.263,89.474,78.947,73.684,21.053,15.789,0,0,10.526,0,0,5.263,10.526,5.263,0,5.263,15.789,15.789,10.526,0,21.053,10.526,5.263,0,0,0,0,26.316,0,5.263,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.789,0,0,0,0,0,0,15.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,0,0,0,0,5.263,10.526,0,5.263,5.263,0,0,0,10.526,5.263,10.526,0,0,0,0,0,0,15.789,5.263,0,10.526,0,0,0,0
AU01.003416,d5_ambiguity_tolerance,"Dieses Gefühl, dass das respektlos ist, ist ja sehr nachvollziehbar vor dem Hintergrund mit welchen Werten sie aufgewachsen sind und welche sie auch haben. Wären Sie dennoch daran interessiert, einmal beide Sichtweisen, also die und dieser, also Ihre und die der genannten Kommilitonen, einmal sich anzuschauen von beiden Seiten?",4,2,3,3.0,text_en,"This feeling that this is disrespectful is very understandable given the values ​​they grew up with and what they also have. Would you still be interested in taking a look at both perspectives, i.e. this one and this one, i.e. yours and those of the fellow students mentioned, from both sides?",1,51,20.453,96.497,6.579,20.235,25.5,13.725,96.078,78.431,68.627,21.569,7.843,0,0,3.922,0,3.922,13.725,25.49,5.882,3.922,11.765,9.804,5.882,7.843,0,17.647,1.961,7.843,3.922,1.961,0,1.961,17.647,0,11.765,5.882,0,1.961,0,0,0,0,3.922,1.961,1.961,0,0,0,0,0,0,0,13.725,3.922,0,0,0,1.961,1.961,9.804,0,0,0,0,0,0,0,0,1.961,0,0,1.961,0,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,0,0,0,0,1.961,5.882,11.765,3.922,0,5.882,1.961,0,1.961,0,3.922,3.922,0,0,0,0,0,0,17.647,9.804,5.882,1.961,0,0,0,0
AU01.003417,d5_ambiguity_tolerance,"Und das ist sehr nachvollziehbar, dass Sie wollen, dass Ihre Kinder auch nach Ihren Werten aufwachsen, nach denen Sie auch selber aufgewachsen sind. Das kann ich sehr gut verstehen. Hätten Sie dennoch Interesse daran, einmal beide Standpunkte sich anzuschauen, also auch die von den Familien, von denen Sie gerade gesprochen haben, so die Kinder, wie die hier so aufwachsen, was denn da so deren Beweggründe sein könnten?",4,2,3,3.0,text_en,"And it is very understandable that you want your children to grow up according to the values ​​that you yourself grew up according to. I can understand that very well. Would you still be interested in taking a look at both points of view, including those of the families you just spoke about, the children, how they grow up here, what their motivations could be?",1,65,35.28,99,14.571,68.659,21.667,16.923,93.846,83.077,70.769,23.077,13.846,1.538,0,9.231,0,3.077,9.231,16.923,6.154,0,18.462,9.231,12.308,1.538,0,21.538,0,1.538,3.077,1.538,1.538,0,15.385,0,12.308,4.615,3.077,6.154,0,0,0,0,3.077,3.077,0,0,0,0,0,0,0,0,18.462,1.538,0,0,0,0,1.538,16.923,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,1.538,0,0,0,0,0,1.538,4.615,16.923,3.077,0,12.308,3.077,0,0,0,3.077,3.077,0,0,0,0,0,0,10.769,3.077,6.154,1.538,0,0,0,0
AU01.003418,d5_ambiguity_tolerance,"Ist das für Sie ein guter oder ein schlechter Gedanke, dass Sie von den Engeln umgeben sind und die Sie auch beeinflussen in Ihrem Leben?",3,3,3,3.0,text_en,Is it a good or bad thought for you that you are surrounded by angels and that they also influence you in your life?,1,24,2.87,99,39.586,20.235,24,12.5,100,79.167,70.833,33.333,20.833,0,0,16.667,0,4.167,12.5,16.667,4.167,0,12.5,8.333,4.167,12.5,0,12.5,4.167,0,4.167,0,0,4.167,20.833,0,12.5,4.167,4.167,0,4.167,0,4.167,0,8.333,4.167,4.167,8.333,4.167,4.167,0,0,0,0,29.167,4.167,0,0,0,0,0,20.833,0,0,0,0,0,0,0,0,4.167,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,8.333,0,0,8.333,0,0,0,0,0,8.333,0,0,0,0,0,0,4.167,0,0,4.167,0,0,0,0
AU01.003449,d5_ambiguity_tolerance,"Ein Fluch, sagen Sie. Können Sie das genauer beschreiben, warum ist dieser Fluch da? Was zeichnet diesen Fluch aus?",3,3,3,3.0,text_en,"A curse, you say. Can you describe this in more detail, why is this curse there? What characterizes this curse?",1,20,3.799,99,1,,6.667,10,80,70,65,30,10,0,0,10,0,0,20,25,5,0,5,10,10,0,0,15,5,5,0,0,0,0,20,0,15,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,25,5,10,10,0,0,0,0
AU01.003450,d5_ambiguity_tolerance,"Was heißt das dann konkret für Sie, dass die Werte in Ihre Kinder übergehen? Wie stellen Sie sich das vor?",3,3,3,3.0,text_en,What does it mean specifically for you that the values ​​are passed on to your children? How do you imagine that?,1,21,5.137,99,56.694,,10.5,14.286,95.238,80.952,76.19,33.333,14.286,0,0,14.286,0,0,19.048,19.048,4.762,0,14.286,14.286,9.524,0,0,19.048,0,0,0,0,0,0,23.81,0,14.286,14.286,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.048,0,0,0,0,0,0,19.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762,4.762,0,4.762,0,0,0,0,0,4.762,9.524,0,0,0,0,0,0,9.524,0,0,9.524,0,0,0,0
AU01.003451,d5_ambiguity_tolerance,"Respektlos ist jetzt vielleicht auch ein sehr direktes Wort. Können Sie mir das näher erläutern? Inwiefern Sie die Tatsache, dass Menschen nicht an Gott glauben oder an eine höhere Macht glauben, dass das respektlos ist? Also respektvoll hat immer so einen Einbezug vielleicht, dass sie sich selber dadurch angegriffen fühlen?",2,3,3,2.667,text_en,Disrespectful is perhaps a very direct word. Can you explain this to me in more detail? How do you think the fact that people don't believe in God or believe in a higher power is disrespectful? So maybe respectfulness is always so inclusive that you feel attacked by it?,1,49,8.472,83.598,93.638,1,12.25,18.367,97.959,81.633,63.265,16.327,8.163,2.041,0,6.122,0,0,8.163,14.286,6.122,0,10.204,12.245,14.286,6.122,2.041,22.449,8.163,2.041,10.204,0,0,10.204,32.653,2.041,22.449,12.245,2.041,2.041,6.122,0,2.041,0,8.163,2.041,6.122,0,0,0,0,0,0,0,22.449,14.286,4.082,2.041,2.041,4.082,4.082,8.163,0,0,0,0,0,0,0,0,2.041,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.082,12.245,0,0,10.204,0,0,2.041,2.041,0,12.245,0,0,0,0,0,0,10.204,2.041,0,6.122,0,2.041,0,0
AU01.003497,d5_ambiguity_tolerance,"Ich würde gerne wissen, wie sehr Sie wirklich davon überzeugt sind, dass Ihre Beschwerden mit einem Fluch zusammenhängen, der auf Ihnen liegen könnte. Und außerdem würde ich gerne wissen, ob Sie schon mal an alternative Erklärungsmöglichkeiten gedacht haben. Vielleicht hat jemand anderes schon mal einen anderen Zusammenhang geäußert oder Sie haben selber auch schon mal über etwas anderes nachgedacht.",2,1,2,1.667,text_en,I would like to know how convinced you really are that your troubles are related to a curse that may be upon you. And I would also like to know whether you have ever thought of alternative explanations. Maybe someone else has already expressed a different connection or you yourself have already thought about something different.,1,56,1.724,86.286,99,47.301,18.667,30.357,96.429,83.929,73.214,21.429,14.286,3.571,0,10.714,0,0,7.143,8.929,3.571,0,12.5,16.071,16.071,7.143,0,23.214,5.357,0,0,0,0,0,51.786,1.786,41.071,14.286,1.786,5.357,8.929,1.786,10.714,0,5.357,3.571,1.786,5.357,3.571,1.786,1.786,0,0,0,16.071,1.786,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.786,0,8.929,3.571,0,0,3.571,0,0,0,5.357,3.571,5.357,1.786,0,0,0,0,0,5.357,5.357,0,0,0,0,0,0
AU01.003498,d5_ambiguity_tolerance,"Nun, da wir ja gerade hier zusammensprechen, können wir gemeinsam versuchen zu überlegen, ob es nicht irgendwelche anderen Faktoren gibt, die ebenfalls ihren psychischen Problem beitragen könnten und ob es nicht auch andere Faktoren gibt, die helfen können, dass sie sich besser fühlen würden.",2,2,2,2.0,text_en,"Now that we are here talking, we can try to think together whether there are any other factors that could also contribute to your mental health problem and whether there are other factors that could help you feel better.",1,39,1,90.189,48.757,60.517,39,20.513,94.872,76.923,69.231,17.949,10.256,0,5.128,5.128,0,0,7.692,17.949,0,0,5.128,15.385,15.385,10.256,0,23.077,5.128,0,12.821,10.256,2.564,0,43.59,0,33.333,7.692,0,10.256,2.564,0,10.256,0,2.564,2.564,0,0,0,0,0,0,0,0,17.949,7.692,5.128,0,0,0,2.564,10.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.256,10.256,5.128,0,5.128,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128,7.692,0,0,7.692,0,0,0,2.564,0,12.821,0,0,0,0,0,0,5.128,2.564,2.564,0,0,0,0,0
AU01.003499,d5_ambiguity_tolerance,"Man weiß in der Psychologie, dass die Einstellungen und Werte und die Verhaltensphasen, die man sich aneignet, dass die natürlich stark zusammenhängen mit dem Lebensumfeld, in dem man aufgewachsen ist und in dem man lebt, weil es ja auch wichtig ist, so ein Gefühl von Dazugehörigkeit zu entwickeln. Und wie stellte sich das vor, vielleicht solche guten Werte aus ihrer muslimischen Kultur, für sie guten Werten aus der westlichen Kultur in Einklang zu bringen?",3,1,3,2.333,text_en,"In psychology we know that the attitudes and values ​​and the behavioral phases that one acquires are of course strongly linked to the living environment in which one grew up and in which one lives, because it is also important to develop a feeling of belonging. And how did they imagine perhaps reconciling such good values ​​from their Muslim culture with good values ​​from Western culture?",1,66,75.223,58.11,86.677,96.119,33,25.758,87.879,68.182,57.576,12.121,4.545,0,1.515,0,0,3.03,7.576,16.667,6.061,4.545,16.667,4.545,4.545,9.091,0,10.606,4.545,4.545,6.061,4.545,0,1.515,21.212,0,16.667,7.576,3.03,0,1.515,3.03,3.03,0,6.061,6.061,0,3.03,3.03,0,0,0,0,0,9.091,1.515,1.515,0,0,0,0,4.545,0,0,0,0,1.515,0,1.515,0,3.03,0,0,1.515,0,1.515,3.03,0,0,0,0,0,0,0,0,0,0,1.515,0,0,0,0,0,0,4.545,15.152,0,0,13.636,0,0,1.515,0,3.03,4.545,0,0,0,0,0,0,4.545,1.515,1.515,1.515,0,0,0,0
AU01.003587,d5_ambiguity_tolerance,"So wie ich das verstanden habe oder wie sie das eben geschildert haben, es sind ihnen Werte ja sehr wichtig. Sind denn Werte zwangsläufig mit Religion verbunden? Oder kann man vielleicht auch Werte haben, wenn man nicht religiös ist? Wenn sie sagen, dass es auch Menschen in ihrem Studium gibt, die sich als atheistisch bezeichnen, ist es gleichzusetzen mit Respektlosigkeit.",2,1,2,1.667,text_en,"As I understand it or as you just described it, values ​​are very important to you. Are values ​​necessarily linked to religion? Or maybe you can have values ​​even if you are not religious? If you say that there are people in your studies who describe themselves as atheist, it is tantamount to disrespect.",1,54,1,97.57,27.438,20.235,13.5,22.222,88.889,77.778,70.37,24.074,16.667,1.852,0,11.111,0,1.852,7.407,3.704,0,0,12.963,12.963,11.111,12.963,1.852,16.667,3.704,0,1.852,0,0,1.852,25.926,0,16.667,1.852,0,1.852,9.259,1.852,9.259,0,3.704,1.852,1.852,0,0,0,0,0,0,0,24.074,7.407,0,0,1.852,1.852,5.556,16.667,0,0,0,0,0,0,0,0,5.556,0,0,1.852,0,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,3.704,0,0,3.704,0,0,0,0,0,11.111,0,0,0,0,0,0,11.111,3.704,3.704,3.704,0,0,0,0
AU01.003588,d5_ambiguity_tolerance,"Vielleicht kann das sein, dass wir von Engeln umgeben sind, vielleicht kann es aber auch sein, dass eine Psychotherapie trotzdem hilft oder auch Engel manchmal nicht bei allen Problemen helfen kann und man zusätzlich auch über andere Wege und Mittel sich helfen lassen kann.",1,1,2,1.333,text_en,"Maybe it can be that we are surrounded by angels, but maybe it can also be that psychotherapy still helps or that sometimes angels cannot help with all problems and you can also get help through other ways and means.",1,40,1,26.5,2.732,99,40,12.5,97.5,75,70,17.5,5,0,2.5,2.5,0,0,12.5,12.5,0,0,7.5,17.5,12.5,15,2.5,22.5,2.5,2.5,10,10,0,0,35,2.5,30,2.5,0,10,10,0,10,0,7.5,7.5,0,0,0,0,0,0,0,0,12.5,7.5,7.5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,2.5,2.5,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,5,2.5,0,0,2.5,0,0,0,2.5,0,17.5,0,0,0,0,0,0,5,2.5,2.5,0,0,0,0,0
AU01.003589,d5_ambiguity_tolerance,"Meinen Sie, es gibt trotzdem die Möglichkeit, dass wir auch selbst etwas beeinflussen können. Dass wir beeinflussen können, ob etwas mit uns passiert oder nicht passiert, ob es uns besser geht oder nicht.",2,1,2,1.667,text_en,"Do you think there is still the possibility that we can influence something ourselves? That we can influence whether something happens or doesn't happen to us, whether we feel better or not.",1,32,1,98.175,75.234,,16,28.125,100,87.5,78.125,31.25,18.75,0,15.625,3.125,0,0,12.5,9.375,3.125,0,3.125,15.625,9.375,12.5,6.25,25,0,0,21.875,15.625,0,6.25,56.25,0,46.875,9.375,6.25,6.25,15.625,0,15.625,0,0,0,0,0,0,0,0,0,0,0,25,6.25,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,3.125,0,0,3.125,0,0,0,0,0,15.625,0,0,0,0,0,0,12.5,3.125,3.125,3.125,0,3.125,0,0
AU01.003858,d5_ambiguity_tolerance,"Ich glaube, dass ich das noch nicht ganz verstanden habe, aber das liegt sicherlich einfach auch an dem, was ich bisher so kenne, ob Sie mir das nochmal anders kurz erklären können und lassen Sie uns doch diese verschiedenen Sichtweisen betrachten.",2,2,1,1.667,text_en,"I don't think I've fully understood it yet, but that's probably just because of what I know so far. If you can briefly explain it to me again, let's look at these different perspectives.",1,34,1,2.177,99,,17,20.588,100,97.059,76.471,32.353,17.647,11.765,2.941,2.941,0,0,14.706,5.882,0,0,8.824,14.706,20.588,11.765,2.941,29.412,5.882,0,2.941,2.941,0,0,55.882,0,38.235,14.706,2.941,5.882,8.824,2.941,8.824,0,0,0,0,0,0,0,0,0,0,0,8.824,2.941,0,0,0,0,2.941,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,5.882,5.882,2.941,0,2.941,2.941,0,0,8.824,5.882,11.765,0,0,0,0,0,0,23.529,5.882,5.882,0,0,11.765,0,0
AU01.003859,d5_ambiguity_tolerance,"Sie schreiben, warum Sie das alles respektlos empfinden und was vielleicht die Motive Ihrer Kommilitoninnen und Kommilitonen sein könnten, in Richtung, dass es uns zugehen.",1,2,0,1.0,text_en,"You write why you find all of this disrespectful and what the motives of your fellow students might be, in the direction of us.",1,24,49.677,99,39.586,1,24,16.667,100,83.333,70.833,25,16.667,0,4.167,12.5,0,0,8.333,20.833,8.333,0,16.667,8.333,4.167,4.167,0,16.667,4.167,4.167,12.5,8.333,0,4.167,25,4.167,16.667,8.333,8.333,0,4.167,0,0,0,4.167,0,4.167,0,0,0,0,0,0,0,29.167,8.333,0,0,0,4.167,4.167,20.833,0,0,0,0,0,0,0,0,4.167,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,4.167,12.5,0,0,8.333,0,0,0,0,0,0,4.167,0,0,0,0,0,8.333,4.167,4.167,0,0,0,0,0
AU01.003860,d5_ambiguity_tolerance,"Ich bin jetzt ganz überrascht, dass Sie in eine psychotherapeutische Sprechstunde kommen und Flüche beschreiben. Können Sie erstens mal den Hintergrund zu den Flüchen und Ihren Glauben daran für mich beschreiben, nochmal erklären. Da würde ich mich sehr freuen und das besser nochmal zu verstehen. Und zweitens die Überlegung, was ich jetzt zum Beispiel in dem Sinne dann für Sie tun kann.",3,3,1,2.333,text_en,"I'm completely surprised that you come to a psychotherapeutic consultation and describe curses. Firstly, can you describe and explain the background to the curses and your belief in them for me. I would be very happy and would be able to understand it better again. And secondly, thinking about what I can do for you now, for example.",1,58,6.829,85.245,31.844,74.089,14.5,22.414,91.379,81.034,70.69,20.69,15.517,6.897,0,6.897,0,1.724,5.172,12.069,5.172,3.448,13.793,13.793,12.069,8.621,0,20.69,3.448,3.448,3.448,0,3.448,0,22.414,0,17.241,6.897,0,6.897,0,1.724,0,0,5.172,3.448,0,3.448,1.724,0,0,0,0,0,15.517,6.897,0,0,0,0,6.897,8.621,0,0,0,0,0,0,0,0,1.724,0,0,1.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.724,5.172,5.172,1.724,1.724,3.448,0,0,0,3.448,0,6.897,0,0,0,0,0,0,13.793,6.897,5.172,0,0,1.724,0,0
AU01.003930,d5_ambiguity_tolerance,Was genau meinen Sie mit dem Fluch? Können Sie das näher erläutern?,3,3,2,2.667,text_en,What exactly do you mean by the curse? Can you explain this in more detail?,1,15,39.7,99,19.258,,7.5,13.333,93.333,73.333,66.667,26.667,13.333,0,0,13.333,0,0,13.333,20,6.667,0,13.333,13.333,0,0,0,20,6.667,6.667,0,0,0,0,33.333,0,33.333,13.333,0,6.667,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,20,6.667,0,0,0,0,6.667,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,6.667,0,0,6.667,0,0,0,0,0,6.667,0,0,0,0,0,0,13.333,0,0,13.333,0,0,0,0
AU01.003932,d5_ambiguity_tolerance,"Warum empfinden Sie es als respektlos, wenn Menschen an keinen Gott glauben?",2,4,3,3.0,text_en,Why do you find it disrespectful when people don't believe in God?,1,12,1,98.752,99,1,12,16.667,100,83.333,58.333,16.667,8.333,0,0,8.333,0,0,8.333,0,0,0,8.333,16.667,16.667,8.333,8.333,33.333,8.333,0,8.333,0,0,8.333,41.667,0,25,16.667,8.333,0,0,0,0,0,8.333,0,8.333,0,0,0,0,0,0,0,25,8.333,0,0,0,8.333,0,16.667,0,0,0,0,0,0,0,0,8.333,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,16.667,0,0,8.333,0,0,0,8.333,0,8.333,0,0,0,0,0,0,16.667,0,0,8.333,0,8.333,0,0
AU01.003978,d5_ambiguity_tolerance,"Was halten Sie von einem kleinen Rollenspiel, was wir immer machen? Ich würde Ihre Sicht einnehmen und Sie nehmen die Sicht der Artisten auf. Und wir versuchen mal so ein bisschen zu argumentieren, was unsere jeweilige Sichtweise ist.",0,2,1,1.0,text_en,What do you think about a little role play like we always do? I would take your point of view and you take the artist's point of view. And we'll try to argue a bit about what our respective point of view is.,1,43,37.025,99,1,20.235,14.333,4.651,90.698,76.744,60.465,20.93,16.279,2.326,6.977,6.977,0,0,4.651,11.628,6.977,0,16.279,11.628,6.977,4.651,0,20.93,4.651,4.651,9.302,6.977,2.326,0,16.279,2.326,9.302,2.326,0,4.651,0,0,2.326,0,4.651,2.326,2.326,2.326,0,2.326,0,2.326,0,0,18.605,2.326,0,0,2.326,0,2.326,16.279,0,0,0,0,0,0,0,0,2.326,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651,0,0,0,0,0,0,6.977,6.977,0,0,0,6.977,0,0,2.326,0,2.326,2.326,0,0,0,0,0,11.628,4.651,0,2.326,0,4.651,0,0
AU01.003979,d5_ambiguity_tolerance,"Okay, können Sie mir Ihre Sichtweise näher erläutern? Warum glauben Sie das?",3,3,2,2.667,text_en,"Okay, can you explain your perspective to me in more detail? Why do you believe that?",1,16,5.638,99,89.393,,8,18.75,100,87.5,68.75,31.25,25,6.25,0,18.75,0,0,6.25,18.75,0,0,12.5,12.5,6.25,0,0,25,12.5,6.25,0,0,0,0,37.5,0,37.5,18.75,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6.25,0,0,0,0,6.25,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,6.25,0,6.25,0,6.25,0,0,18.75,0,6.25,12.5,0,0,0,0
AU01.004030,d5_ambiguity_tolerance,Das ist eine interessante Sichtweise. Können Sie mir das genauer erklären?,4,3,2,3.0,text_en,That's an interesting perspective. Can you explain this to me in more detail?,1,13,31.069,81.783,81.584,99,6.5,23.077,100,76.923,69.231,30.769,15.385,7.692,0,7.692,0,0,15.385,30.769,7.692,0,15.385,15.385,0,0,0,23.077,7.692,7.692,0,0,0,0,46.154,0,30.769,15.385,0,7.692,0,0,0,0,7.692,7.692,0,0,0,0,0,0,0,0,15.385,7.692,0,0,0,0,7.692,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,0,7.692,0,0,7.692,0,0,0,0,0,15.385,0,0,0,0,0,0,23.077,7.692,0,7.692,0,7.692,0,0
AU01.004031,d5_ambiguity_tolerance,"Können Sie mir genauer erklären, was genau Sie daran als respektlos empfinden, dass diese Personen aus der Uni atheistisch sind?",3,4,3,3.333,text_en,Can you explain to me in more detail what exactly you find disrespectful about these people from the university being atheist?,1,21,56.857,99,24.316,1,21,23.81,95.238,76.19,61.905,23.81,14.286,4.762,0,9.524,0,0,9.524,14.286,4.762,0,19.048,9.524,4.762,0,0,19.048,9.524,4.762,4.762,0,0,4.762,23.81,0,23.81,9.524,0,4.762,0,4.762,0,0,4.762,0,4.762,0,0,0,0,0,0,0,23.81,9.524,0,0,0,4.762,4.762,14.286,0,0,0,0,0,0,0,0,4.762,0,0,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.524,9.524,0,0,4.762,0,0,0,0,0,4.762,0,0,0,0,0,0,4.762,0,0,4.762,0,0,0,0
AU01.004034,d5_ambiguity_tolerance,"Was genau besorgt sie denn daran, dass ihre Kinder vielleicht mehr wie die anderen Kinder hier aufwachsen könnten? Was sind da Aspekte, die ihnen Sorgen machen?",4,4,3,3.667,text_en,What exactly worries her about the fact that her children might grow up more like the other children here? What are the aspects that worry you?,1,26,41.981,99,2.934,1,13,19.231,92.308,76.923,69.231,26.923,11.538,0,0,3.846,7.692,0,15.385,34.615,11.538,0,11.538,7.692,7.692,0,0,15.385,7.692,3.846,0,0,0,0,23.077,0,19.231,0,0,0,3.846,3.846,3.846,0,7.692,0,7.692,7.692,0,7.692,7.692,0,0,0,19.231,0,0,0,0,0,0,19.231,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,11.538,0,0,11.538,0,0,0,0,0,11.538,3.846,0,0,0,0,0,7.692,0,0,7.692,0,0,0,0
